,longitude,latitude,ssrd,t2mmin,vpd,sSWC,FPAR
2003-02-17,13.125,49.375,9.379392,-9.772247,315.65305,0.35658902,0.19461538
2003-02-18,13.125,49.375,8.663398,-13.721619,287.63895,0.355644,0.19692308
2003-02-19,13.125,49.375,8.217234,-9.8454895,239.60002,0.3549543,0.19923076
2003-02-20,13.125,49.375,8.934393,-8.776154,259.11777,0.35558337,0.20153846
2003-02-21,13.125,49.375,10.275906,-7.1321106,339.5734,0.35483977,0.20384616
2003-02-22,13.125,49.375,10.968677,-7.560547,494.56815,0.355056,0.20615384
2003-02-23,13.125,49.375,11.930733,-10.236511,531.09314,0.35447994,0.20846154
2003-02-24,13.125,49.375,12.183984,-11.351166,566.45764,0.35342616,0.21076924
2003-02-25,13.125,49.375,12.407404,-8.911713,713.43274,0.3562629,0.21307692
2003-02-26,13.125,49.375,12.463891,-9.029114,655.08905,0.36628106,0.21538462
2003-02-27,13.125,49.375,12.314554,-7.419281,708.03094,0.38130102,0.2176923
2003-02-28,13.125,49.375,10.142015,-2.0812073,717.7001,0.39587843,0.22
2003-03-01,13.125,49.375,9.871215,-0.5767517,631.9052,0.4057016,0.22533333
2003-03-02,13.125,49.375,4.86721,-1.3609314,295.56607,0.41291612,0.23066667
2003-03-03,13.125,49.375,3.7060597,1.6837463,185.41252,0.424887,0.236
2003-03-04,13.125,49.375,5.5911684,-1.7895203,339.10046,0.4214433,0.24133332
2003-03-05,13.125,49.375,7.7610693,-3.2695007,391.6789,0.41114673,0.24666665
2003-03-06,13.125,49.375,9.82984,-2.0627747,571.0324,0.40294227,0.252
2003-03-07,13.125,49.375,4.9467487,-2.6024475,306.1908,0.4045096,0.25733334
2003-03-08,13.125,49.375,9.037236,-2.1575928,572.01434,0.4005513,0.26266664
2003-03-09,13.125,49.375,8.118264,1.1811523,726.70734,0.4012199,0.26799998
2003-03-10,13.125,49.375,14.562225,2.241394,1219.1855,0.4018983,0.2733333
2003-03-11,13.125,49.375,10.669394,4.314392,1308.1975,0.3889874,0.27866665
2003-03-12,13.125,49.375,6.0544553,3.9541626,721.1473,0.39209563,0.28399998
2003-03-13,13.125,49.375,9.417688,-1.5705872,593.3135,0.3933027,0.2893333
2003-03-14,13.125,49.375,7.94403,-2.2207642,481.01324,0.38312066,0.29466665
2003-03-15,13.125,49.375,6.3861756,-0.6588745,541.75214,0.3763325,0.29999998
2003-03-16,13.125,49.375,13.316068,-1.4499817,792.87024,0.37165716,0.300625
2003-03-17,13.125,49.375,13.522811,-2.1952515,762.31396,0.36751097,0.30124998
2003-03-18,13.125,49.375,14.081345,-1.3108826,762.77936,0.3629798,0.301875
2003-03-19,13.125,49.375,16.111408,-0.8850708,971.4786,0.35713354,0.30249998
2003-03-20,13.125,49.375,16.15065,-0.6158447,748.9243,0.3516836,0.303125
2003-03-21,13.125,49.375,13.090662,-2.55542,682.46124,0.34689826,0.30374998
2003-03-22,13.125,49.375,17.87692,-4.473297,740.4319,0.3424948,0.304375
2003-03-23,13.125,49.375,17.736877,-4.398041,1027.1427,0.33944,0.305
2003-03-24,13.125,49.375,18.06448,-2.4273682,1309.9987,0.33681378,0.305625
2003-03-25,13.125,49.375,15.619754,0.89297485,1383.6029,0.33104613,0.30625
2003-03-26,13.125,49.375,15.628349,1.8352966,1288.4536,0.3256308,0.306875
2003-03-27,13.125,49.375,17.305168,0.59594727,1438.8103,0.3197681,0.3075
2003-03-28,13.125,49.375,17.736336,2.7325134,1484.1036,0.313223,0.308125
2003-03-29,13.125,49.375,14.772331,2.0998535,1223.0364,0.30916795,0.30875
2003-03-30,13.125,49.375,15.221664,6.84079,1191.3274,0.33775556,0.309375
2003-03-31,13.125,49.375,18.194963,0.5997925,962.90674,0.3471341,0.31
2003-04-01,13.125,49.375,19.934595,-0.6684265,1181.582,0.3289911,0.31066668
2003-04-02,13.125,49.375,9.268261,2.1831055,540.2769,0.37079915,0.31133333
2003-04-03,13.125,49.375,11.215263,0.97735596,711.5226,0.36002415,0.312
2003-04-04,13.125,49.375,15.649111,0.16421509,781.59467,0.3461565,0.31266665
2003-04-05,13.125,49.375,9.018046,-0.2487793,848.5623,0.34303957,0.31333333
2003-04-06,13.125,49.375,17.403273,-4.2571716,531.33435,0.3429168,0.314
2003-04-07,13.125,49.375,18.556534,-5.5740356,474.82773,0.33912608,0.31466666
2003-04-08,13.125,49.375,13.858152,-5.708496,540.30615,0.33616352,0.31533334
2003-04-09,13.125,49.375,17.439009,-6.180481,624.9907,0.3343497,0.31599998
2003-04-10,13.125,49.375,14.686904,-3.279541,775.76587,0.33465007,0.31666666
2003-04-11,13.125,49.375,19.20867,-1.9377441,627.8036,0.34544015,0.31733334
2003-04-12,13.125,49.375,21.290426,-3.0400085,934.8074,0.34052473,0.318
2003-04-13,13.125,49.375,21.068848,1.1350098,1170.1205,0.3287286,0.31866667
2003-04-14,13.125,49.375,22.638912,1.2341919,1409.0071,0.31568354,0.3193333
2003-04-15,13.125,49.375,22.481602,6.035736,1713.799,0.30164912,0.32
2003-04-16,13.125,49.375,22.891579,4.7751465,1600.0424,0.2876624,0.32066667
2003-04-17,13.125,49.375,23.232098,4.2543945,1426.2755,0.2726502,0.32133332
2003-04-18,13.125,49.375,21.90651,2.7400513,1045.3494,0.2643055,0.322
2003-04-19,13.125,49.375,14.448825,2.5151062,578.7019,0.26740682,0.32266665
2003-04-20,13.125,49.375,22.913656,1.7594604,1584.8562,0.26620665,0.32333332
2003-04-21,13.125,49.375,21.262535,4.8310547,1546.416,0.26271242,0.324
2003-04-22,13.125,49.375,22.67933,3.4011536,1576.6399,0.2629386,0.32466665
2003-04-23,13.125,49.375,21.167793,3.7687378,1477.2426,0.25273523,0.32533333
2003-04-24,13.125,49.375,19.489685,4.126404,1473.0928,0.24115013,0.32599998
2003-04-25,13.125,49.375,21.25277,4.84964,1794.9186,0.23028263,0.32666665
2003-04-26,13.125,49.375,21.07837,7.0715027,2102.8535,0.22454494,0.32733333
2003-04-27,13.125,49.375,15.546955,8.711731,1168.1826,0.26469603,0.32799998
2003-04-28,13.125,49.375,18.115177,7.214081,1636.5265,0.26442853,0.32866666
2003-04-29,13.125,49.375,17.748846,10.204376,1813.0155,0.2537345,0.3293333
2003-04-30,13.125,49.375,18.190569,8.4635315,1915.353,0.2594999,0.32999998
2003-05-01,13.125,49.375,19.870054,9.155121,1570.5955,0.28718787,0.336
2003-05-02,13.125,49.375,19.88405,7.440033,1857.634,0.26789305,0.34199998
2003-05-03,13.125,49.375,16.608755,5.4646606,1336.0817,0.28156692,0.348
2003-05-04,13.125,49.375,26.083738,3.9844666,1965.3903,0.26698315,0.35399997
2003-05-05,13.125,49.375,25.610897,5.5944214,2669.9834,0.24585238,0.35999998
2003-05-06,13.125,49.375,24.892252,11.639832,3013.192,0.23188569,0.366
2003-05-07,13.125,49.375,23.917095,12.802124,2129.3086,0.2252803,0.37199998
2003-05-08,13.125,49.375,23.092255,10.44455,2595.9607,0.22047332,0.378
2003-05-09,13.125,49.375,18.96582,12.463593,1724.0967,0.24870333,0.38399997
2003-05-10,13.125,49.375,20.313091,11.287262,1510.6097,0.27563936,0.39
2003-05-11,13.125,49.375,14.508227,11.336273,1446.2057,0.27810365,0.396
2003-05-12,13.125,49.375,14.70593,9.883575,1360.7725,0.28464743,0.40199998
2003-05-13,13.125,49.375,9.701995,6.7873535,931.8749,0.30436996,0.408
2003-05-14,13.125,49.375,24.73464,4.9377747,1075.554,0.3162564,0.41399997
2003-05-15,13.125,49.375,19.083641,4.1408997,929.0536,0.3042405,0.42
2003-05-16,13.125,49.375,23.548481,0.9992676,1214.0526,0.28968948,0.430625
2003-05-17,13.125,49.375,20.020557,3.979187,1537.9517,0.2815804,0.44125
2003-05-18,13.125,49.375,20.570152,9.798187,1278.4775,0.29822904,0.45187497
2003-05-19,13.125,49.375,18.220184,11.761017,1623.1707,0.34268725,0.46249998
2003-05-20,13.125,49.375,13.149578,7.534729,1166.5104,0.36040065,0.47312498
2003-05-21,13.125,49.375,20.664259,6.431793,1145.6348,0.34005538,0.48375
2003-05-22,13.125,49.375,13.765435,7.3273926,1348.9465,0.331243,0.494375
2003-05-23,13.125,49.375,13.401216,9.317169,1541.9832,0.31627163,0.505
2003-05-24,13.125,49.375,27.195496,10.413239,2399.1853,0.2978995,0.515625
2003-05-25,13.125,49.375,22.01707,11.039642,1919.1823,0.29607216,0.52625
2003-05-26,13.125,49.375,9.617186,13.560852,1052.4175,0.36116123,0.53687495
2003-05-27,13.125,49.375,14.444578,13.667572,1685.1921,0.3402247,0.54749995
2003-05-28,13.125,49.375,11.231505,13.110748,1654.5996,0.32295492,0.55812496
2003-05-29,13.125,49.375,25.53625,13.271423,2278.2632,0.3046698,0.56874996
2003-05-30,13.125,49.375,27.888786,11.398407,2483.1362,0.28340194,0.57937497
2003-05-31,13.125,49.375,20.635073,11.647064,2012.09,0.28570044,0.59
2003-06-01,13.125,49.375,24.040134,12.285614,2187.039,0.28710282,0.584
2003-06-02,13.125,49.375,24.807709,10.815796,2519.7615,0.2662375,0.57799995
2003-06-03,13.125,49.375,23.4339,12.587982,2753.7224,0.2473215,0.57199997
2003-06-04,13.125,49.375,25.649921,14.004089,3015.6953,0.23148127,0.566
2003-06-05,13.125,49.375,24.195278,16.245056,2924.7744,0.23925987,0.56
2003-06-06,13.125,49.375,17.376392,15.737152,1851.1027,0.28162602,0.55399996
2003-06-07,13.125,49.375,23.633728,15.114014,2510.086,0.2871704,0.548
2003-06-08,13.125,49.375,24.96868,14.820557,2971.8572,0.26390225,0.542
2003-06-09,13.125,49.375,23.836088,13.946838,2339.7498,0.24701263,0.536
2003-06-10,13.125,49.375,27.771639,11.855286,3035.7202,0.22953345,0.53
2003-06-11,13.125,49.375,24.41078,17.404205,3015.768,0.2150262,0.524
2003-06-12,13.125,49.375,26.059101,14.4149475,3491.2346,0.20587668,0.518
2003-06-13,13.125,49.375,19.017302,16.44809,2012.2051,0.2484852,0.512
2003-06-14,13.125,49.375,20.108965,14.523376,2195.4707,0.2827952,0.506
2003-06-15,13.125,49.375,18.952753,14.207214,2133.9204,0.3365539,0.5
2003-06-16,13.125,49.375,25.612267,13.483551,2341.9998,0.29224098,0.502
2003-06-17,13.125,49.375,28.131765,10.634857,2475.274,0.26376736,0.504
2003-06-18,13.125,49.375,17.573767,14.882507,1154.8142,0.32025838,0.506
2003-06-19,13.125,49.375,14.411277,14.768921,1513.2473,0.3232242,0.508
2003-06-20,13.125,49.375,19.82486,12.237244,1862.715,0.3032025,0.51
2003-06-21,13.125,49.375,25.957409,8.953186,1797.4355,0.28129196,0.51199996
2003-06-22,13.125,49.375,27.737938,6.9115295,2163.4883,0.2601031,0.514
2003-06-23,13.125,49.375,26.958046,14.074982,2936.2195,0.24807876,0.516
2003-06-24,13.125,49.375,24.036364,15.888641,2373.5288,0.24829024,0.518
2003-06-25,13.125,49.375,28.751427,12.557251,2379.285,0.23120975,0.52
2003-06-26,13.125,49.375,26.987534,9.958801,2317.7966,0.21556,0.52199996
2003-06-27,13.125,49.375,25.086704,11.212982,2283.152,0.20420605,0.524
2003-06-28,13.125,49.375,19.885843,11.956268,2161.5886,0.20538658,0.52599996
2003-06-29,13.125,49.375,23.736654,11.96698,2633.9644,0.2073652,0.528
2003-06-30,13.125,49.375,23.676748,14.777527,3304.1987,0.19645676,0.53
2003-07-01,13.125,49.375,6.5912476,12.3862,863.1324,0.24196531,0.53199995
2003-07-02,13.125,49.375,22.403545,11.347961,1614.9408,0.2926445,0.534
2003-07-03,13.125,49.375,17.148506,11.9635315,1441.9017,0.30714983,0.53599995
2003-07-04,13.125,49.375,21.884672,11.421814,1302.0419,0.29997525,0.538
2003-07-05,13.125,49.375,12.656624,12.489227,1038.9921,0.31317514,0.53999996
2003-07-06,13.125,49.375,12.833184,10.902435,1506.7533,0.32428703,0.542
2003-07-07,13.125,49.375,19.413307,9.112976,1875.8456,0.2990332,0.54399997
2003-07-08,13.125,49.375,18.53548,11.5578,2135.0303,0.278694,0.546
2003-07-09,13.125,49.375,17.166622,12.1727295,1739.6643,0.30348238,0.548
2003-07-10,13.125,49.375,23.390041,11.627899,2004.2067,0.31374562,0.55
2003-07-11,13.125,49.375,27.379673,9.714447,2324.4487,0.28268638,0.552
2003-07-12,13.125,49.375,18.179485,13.075317,2036.7263,0.26547477,0.554
2003-07-13,13.125,49.375,23.774242,10.974731,2045.5271,0.24996707,0.556
2003-07-14,13.125,49.375,26.799095,8.442352,2245.824,0.23327577,0.558
2003-07-15,13.125,49.375,27.446945,10.994476,2695.4492,0.21516678,0.56
2003-07-16,13.125,49.375,27.340603,12.732849,3178.3086,0.19787301,0.55375
2003-07-17,13.125,49.375,18.851984,14.397583,2106.558,0.22554645,0.5475
2003-07-18,13.125,49.375,17.697226,13.115601,2134.4456,0.2567331,0.54125
2003-07-19,13.125,49.375,24.822378,11.639008,2794.2744,0.2384467,0.53499997
2003-07-20,13.125,49.375,27.127695,14.165375,3251.23,0.21538746,0.52875
2003-07-21,13.125,49.375,23.82492,16.46585,3422.6372,0.2000883,0.5225
2003-07-22,13.125,49.375,23.269238,17.04663,3025.5786,0.20294026,0.51625
2003-07-23,13.125,49.375,20.042332,15.326019,2158.7703,0.22981077,0.51
2003-07-24,13.125,49.375,20.643044,13.07373,2556.088,0.25043222,0.50374997
2003-07-25,13.125,49.375,17.671213,14.375793,1964.7537,0.35280403,0.4975
2003-07-26,13.125,49.375,17.62549,14.111542,2454.17,0.3231499,0.49124998
2003-07-27,13.125,49.375,24.31838,16.728851,3548.9026,0.307404,0.48499998
2003-07-28,13.125,49.375,16.167667,15.272217,1658.5918,0.37262326,0.47875
2003-07-29,13.125,49.375,16.213755,13.432678,1552.3254,0.35449994,0.47249997
2003-07-30,13.125,49.375,20.484545,11.960785,2171.7312,0.32358006,0.46624997
2003-07-31,13.125,49.375,18.886118,12.334595,2123.648,0.30177918,0.45999998
2003-08-01,13.125,49.375,19.0971,15.475098,2427.2793,0.28366295,0.4593333
2003-08-02,13.125,49.375,21.758888,15.944763,3125.481,0.2699297,0.45866665
2003-08-03,13.125,49.375,21.30538,16.806763,3537.038,0.25395703,0.45799997
2003-08-04,13.125,49.375,22.483553,18.409454,3925.0713,0.2340776,0.45733333
2003-08-05,13.125,49.375,22.686691,18.844269,3605.9148,0.21657185,0.45666665
2003-08-06,13.125,49.375,24.544716,18.15741,3484.9888,0.20024554,0.45599997
2003-08-07,13.125,49.375,25.180292,14.572205,3396.7969,0.18520679,0.45533332
2003-08-08,13.125,49.375,23.197002,14.702026,3755.888,0.1742553,0.45466664
2003-08-09,13.125,49.375,23.13892,14.544312,3604.4543,0.16983464,0.454
2003-08-10,13.125,49.375,23.06309,15.383209,3914.6484,0.16571945,0.45333332
2003-08-11,13.125,49.375,24.65034,16.110565,3314.226,0.15772197,0.45266664
2003-08-12,13.125,49.375,23.489717,13.332886,3896.0732,0.15594809,0.452
2003-08-13,13.125,49.375,21.286236,19.321594,4465.7637,0.16040684,0.4513333
2003-08-14,13.125,49.375,19.014688,17.252075,3287.0957,0.1591225,0.45066667
2003-08-15,13.125,49.375,22.961712,13.012451,2331.0315,0.17550601,0.45
2003-08-16,13.125,49.375,23.790754,9.547089,2758.726,0.17694321,0.44812497
2003-08-17,13.125,49.375,18.755556,11.844635,2930.9575,0.17179435,0.44625
2003-08-18,13.125,49.375,13.934978,16.495575,2579.6848,0.18100646,0.44437498
2003-08-19,13.125,49.375,12.200566,15.337555,2115.2166,0.20453827,0.4425
2003-08-20,13.125,49.375,16.351072,14.044891,2537.1204,0.2056438,0.44062498
2003-08-21,13.125,49.375,21.97808,14.369873,2822.387,0.20396532,0.43875
2003-08-22,13.125,49.375,21.891983,15.323425,3025.948,0.19650212,0.436875
2003-08-23,13.125,49.375,21.86241,12.246643,2770.5762,0.1864059,0.435
2003-08-24,13.125,49.375,21.543213,12.988251,2441.453,0.17852421,0.433125
2003-08-25,13.125,49.375,19.760265,9.716339,2221.6887,0.17363489,0.43124998
2003-08-26,13.125,49.375,21.458782,9.071747,2635.6406,0.16985749,0.429375
2003-08-27,13.125,49.375,19.71915,11.419952,2117.3042,0.1686404,0.42749998
2003-08-28,13.125,49.375,18.90361,9.770477,2475.9773,0.16855596,0.425625
2003-08-29,13.125,49.375,15.147463,14.173157,2415.5154,0.18376538,0.42374998
2003-08-30,13.125,49.375,14.217024,10.842468,1246.8147,0.23249768,0.421875
2003-08-31,13.125,49.375,12.084446,9.294495,1202.0469,0.24462834,0.42
2003-09-01,13.125,49.375,16.675392,7.54126,1345.7325,0.24580856,0.41666666
2003-09-02,13.125,49.375,15.187185,6.1575623,1177.6742,0.25421345,0.41333333
2003-09-03,13.125,49.375,19.908852,3.6061096,1494.3544,0.24528387,0.41
2003-09-04,13.125,49.375,14.588702,5.1999817,1715.3977,0.23335415,0.40666667
2003-09-05,13.125,49.375,19.800842,5.453125,1861.8662,0.22102138,0.40333334
2003-09-06,13.125,49.375,16.802263,7.7176514,1948.1482,0.21124108,0.4
2003-09-07,13.125,49.375,17.364565,10.927032,2111.0396,0.20520525,0.39666668
2003-09-08,13.125,49.375,13.3823395,9.827179,1791.9613,0.20500185,0.39333332
2003-09-09,13.125,49.375,8.505734,12.435059,1361.302,0.2614273,0.39
2003-09-10,13.125,49.375,13.54831,11.668793,1543.1438,0.3065625,0.38666666
2003-09-11,13.125,49.375,13.398768,9.581085,1102.4976,0.32347205,0.38333333
2003-09-12,13.125,49.375,9.435439,9.80191,965.7088,0.34978804,0.38
2003-09-13,13.125,49.375,10.530349,10.442078,1141.3064,0.3292169,0.37666667
2003-09-14,13.125,49.375,8.157804,9.543823,1379.897,0.3130381,0.37333333
2003-09-15,13.125,49.375,17.852512,6.0755615,1602.8062,0.29566702,0.37
2003-09-16,13.125,49.375,15.636705,6.1798706,1739.6248,0.27961436,0.366
2003-09-17,13.125,49.375,16.586575,6.750244,2076.1138,0.26708016,0.36200002
2003-09-18,13.125,49.375,16.903156,8.28125,2395.0513,0.2549403,0.358
2003-09-19,13.125,49.375,16.925228,10.6128845,2517.6787,0.24463305,0.354
2003-09-20,13.125,49.375,16.696712,10.10672,2686.5498,0.2353556,0.35
2003-09-21,13.125,49.375,16.332935,10.923096,2642.6035,0.22588785,0.34600002
2003-09-22,13.125,49.375,15.140458,9.8567505,2541.1948,0.21724653,0.342
2003-09-23,13.125,49.375,9.618759,9.038574,1557.4857,0.22047615,0.338
2003-09-24,13.125,49.375,12.475058,4.119629,1287.176,0.22795704,0.334
2003-09-25,13.125,49.375,15.69658,1.5807495,1409.2662,0.22582419,0.33
2003-09-26,13.125,49.375,15.658419,2.2277527,1583.0369,0.22063918,0.326
2003-09-27,13.125,49.375,13.926075,8.757111,1777.0718,0.21547899,0.322
2003-09-28,13.125,49.375,11.139479,6.9427185,1527.31,0.21925488,0.318
2003-09-29,13.125,49.375,9.962008,7.564453,1165.4171,0.2658177,0.314
2003-09-30,13.125,49.375,13.167157,5.028534,1287.7928,0.25854677,0.31
2003-10-01,13.125,49.375,10.610989,3.427002,1257.8176,0.24869765,0.31266665
2003-10-02,13.125,49.375,8.515919,9.551727,1625.5063,0.24643955,0.31533334
2003-10-03,13.125,49.375,5.1624126,8.401855,627.4947,0.2730735,0.318
2003-10-04,13.125,49.375,5.1773834,7.871399,908.64685,0.3133153,0.32066667
2003-10-05,13.125,49.375,5.134573,5.526184,518.93915,0.34990337,0.32333332
2003-10-06,13.125,49.375,9.609481,4.7517395,784.0597,0.33205256,0.326
2003-10-07,13.125,49.375,1.9869771,3.4551086,437.17175,0.3734012,0.32866666
2003-10-08,13.125,49.375,3.211079,2.9282837,432.0634,0.38610026,0.33133334
2003-10-09,13.125,49.375,9.275338,5.72995,884.001,0.38067755,0.334
2003-10-10,13.125,49.375,6.8373475,8.549438,975.2833,0.35707247,0.33666667
2003-10-11,13.125,49.375,2.3479412,9.969696,731.4298,0.34741262,0.33933333
2003-10-12,13.125,49.375,9.631736,1.8377686,1066.4458,0.33859676,0.342
2003-10-13,13.125,49.375,11.534213,-0.6461487,946.0276,0.32653117,0.34466666
2003-10-14,13.125,49.375,7.9376793,-0.12738037,751.6233,0.31863314,0.34733334
2003-10-15,13.125,49.375,7.9153805,-0.91378784,838.9716,0.3127278,0.35
2003-10-16,13.125,49.375,8.539258,0.15078735,790.2086,0.3077187,0.355
2003-10-17,13.125,49.375,11.337216,-1.6408386,828.0207,0.30161226,0.35999998
2003-10-18,13.125,49.375,11.551587,-2.182129,867.8726,0.29598516,0.36499998
2003-10-19,13.125,49.375,10.148633,-1.7818604,712.1943,0.29190317,0.37
2003-10-20,13.125,49.375,3.334362,-0.58929443,335.5388,0.29504618,0.375
2003-10-21,13.125,49.375,2.2935567,0.6116638,195.31046,0.33364278,0.38
2003-10-22,13.125,49.375,6.6033773,0.32156372,587.28296,0.33295226,0.385
2003-10-23,13.125,49.375,4.957555,-2.5657043,446.00034,0.3243903,0.39
2003-10-24,13.125,49.375,7.5571756,-3.9233093,525.5075,0.31967768,0.39499998
2003-10-25,13.125,49.375,5.760601,-3.9104004,556.80133,0.31773654,0.39999998
2003-10-26,13.125,49.375,5.6985707,-1.488678,640.652,0.31507206,0.40499997
2003-10-27,13.125,49.375,4.9868135,-2.4735718,607.32715,0.3140086,0.40999997
2003-10-28,13.125,49.375,8.313796,-4.3720703,633.0889,0.3137509,0.415
2003-10-29,13.125,49.375,8.483901,-2.5028381,708.70337,0.3098349,0.42
2003-10-30,13.125,49.375,3.8416696,0.23040771,385.56,0.32036367,0.42499998
2003-10-31,13.125,49.375,6.4665513,-0.65997314,947.0739,0.31611148,0.42999998
2003-11-01,13.125,49.375,2.556993,5.710968,673.02527,0.3142119,0.42666665
2003-11-02,13.125,49.375,4.8095093,3.8809814,803.1471,0.31526506,0.42333332
2003-11-03,13.125,49.375,2.6477513,4.2056274,829.54846,0.31254914,0.42
2003-11-04,13.125,49.375,5.6433024,2.3634338,1101.6522,0.30873322,0.41666666
2003-11-05,13.125,49.375,6.6861534,-1.8329773,658.9889,0.3037194,0.41333333
2003-11-06,13.125,49.375,7.1125307,-0.9326782,629.68805,0.3012289,0.41
2003-11-07,13.125,49.375,3.3770428,1.8963013,471.02338,0.30397236,0.40666667
2003-11-08,13.125,49.375,6.045601,2.8495178,879.76917,0.30427215,0.4033333
2003-11-09,13.125,49.375,6.3403945,-0.10726929,632.14844,0.3005627,0.39999998
2003-11-10,13.125,49.375,6.1050296,-0.06588745,319.64835,0.2985382,0.39666665
2003-11-11,13.125,49.375,6.553714,-1.7799988,706.56714,0.29736167,0.39333332
2003-11-12,13.125,49.375,7.102196,-2.8842773,638.2674,0.2956191,0.39
2003-11-13,13.125,49.375,3.4888303,-1.5686951,438.88818,0.2945972,0.38666666
2003-11-14,13.125,49.375,3.6205752,-1.275177,516.29517,0.29371852,0.38333333
2003-11-15,13.125,49.375,3.1034818,0.95718384,502.86923,0.29659152,0.38
2003-11-16,13.125,49.375,5.1146393,-0.26846313,333.60208,0.29761648,0.378
2003-11-17,13.125,49.375,2.7216272,1.9865417,507.15686,0.32757816,0.376
2003-11-18,13.125,49.375,0.87667817,2.3809814,437.886,0.32855916,0.37399998
2003-11-19,13.125,49.375,2.0187588,7.311981,567.3285,0.3221226,0.372
2003-11-20,13.125,49.375,3.5326765,5.432831,623.2961,0.31673142,0.37
2003-11-21,13.125,49.375,5.694176,2.5993958,786.41864,0.3127928,0.368
2003-11-22,13.125,49.375,5.3021593,1.5569153,542.0615,0.31134272,0.366
2003-11-23,13.125,49.375,4.3644786,1.3996887,365.80624,0.31078207,0.364
2003-11-24,13.125,49.375,4.8629293,1.1539917,429.57416,0.30939662,0.362
2003-11-25,13.125,49.375,3.9866145,1.4275513,467.46793,0.30806583,0.35999998
2003-11-26,13.125,49.375,3.307759,2.3201294,304.49585,0.30734324,0.35799998
2003-11-27,13.125,49.375,3.1217492,3.4389954,177.95605,0.30688915,0.356
2003-11-28,13.125,49.375,1.7038922,2.53891,258.44327,0.32424393,0.354
2003-11-29,13.125,49.375,0.61254275,2.2062988,100.56699,0.4000635,0.352
2003-11-30,13.125,49.375,4.6986656,-1.0995178,195.55145,0.370319,0.35
2003-12-01,13.125,49.375,3.8729467,-0.49438477,321.97058,0.35796973,0.34733334
2003-12-02,13.125,49.375,4.0189033,1.1072083,279.31277,0.35130334,0.34466666
2003-12-03,13.125,49.375,3.0623052,1.3183594,173.6643,0.34678218,0.342
2003-12-04,13.125,49.375,3.224414,0.85113525,195.27927,0.34333813,0.33933333
2003-12-05,13.125,49.375,3.6165955,0.17288208,366.1858,0.33946958,0.33666667
2003-12-06,13.125,49.375,1.5715116,-1.8066406,395.93698,0.3415181,0.334
2003-12-07,13.125,49.375,2.7053614,-7.120514,403.64786,0.34009624,0.33133334
2003-12-08,13.125,49.375,4.85415,-7.897827,420.93964,0.33682865,0.32866666
2003-12-09,13.125,49.375,4.7332277,-6.575165,532.8885,0.33500037,0.326
2003-12-10,13.125,49.375,4.7133718,-2.8318176,729.95166,0.3336616,0.32333332
2003-12-11,13.125,49.375,4.6895194,-2.398285,593.5842,0.33263192,0.32066667
2003-12-12,13.125,49.375,1.412549,-1.6290283,340.7463,0.33875233,0.318
2003-12-13,13.125,49.375,0.69732803,-1.9058228,219.78238,0.36469892,0.31533334
2003-12-14,13.125,49.375,2.8176138,2.8521729,591.84894,0.4110445,0.31266665
2003-12-15,13.125,49.375,3.8822052,-2.439148,392.10614,0.39024717,0.31
2003-12-16,13.125,49.375,3.4172688,-2.5221252,460.70258,0.3751097,0.3025
2003-12-17,13.125,49.375,2.2027996,-2.103119,224.59245,0.37220886,0.29500002
2003-12-18,13.125,49.375,3.898725,-5.1490784,266.19965,0.3703,0.2875
2003-12-19,13.125,49.375,3.8925474,-4.3989563,156.63017,0.36475906,0.28
2003-12-20,13.125,49.375,1.7357954,-0.07455444,312.6206,0.37189224,0.2725
2003-12-21,13.125,49.375,1.7160108,2.2842102,593.3685,0.40102673,0.265
2003-12-22,13.125,49.375,3.412395,-4.184265,436.17673,0.3842909,0.2575
2003-12-23,13.125,49.375,4.373752,-13.709991,317.9979,0.37789682,0.25
2003-12-24,13.125,49.375,4.783764,-17.329529,297.88986,0.37240848,0.2425
2003-12-25,13.125,49.375,4.1074414,-14.924774,364.6853,0.36905956,0.235
2003-12-26,13.125,49.375,3.7858348,-4.743103,409.2013,0.36679414,0.22749999
2003-12-27,13.125,49.375,3.075483,-2.6809998,578.1812,0.36766705,0.22
2003-12-28,13.125,49.375,3.444781,-4.253784,460.6106,0.36999813,0.2125
2003-12-29,13.125,49.375,2.67779,-1.2579651,451.4491,0.37301052,0.205
2003-12-30,13.125,49.375,1.451234,-1.1193237,198.84483,0.36506099,0.19749999
2003-12-31,13.125,49.375,1.2984881,-2.3996277,216.70224,0.36005396,0.19
2004-01-01,13.125,49.375,2.7015343,-5.697754,247.96999,0.3556332,0.18533333
2004-01-02,13.125,49.375,3.0527184,-8.361664,204.52087,0.3542532,0.18066667
2004-01-03,13.125,49.375,3.0891206,-10.672638,199.10179,0.35673916,0.176
2004-01-04,13.125,49.375,2.784102,-13.3888855,163.43092,0.354498,0.17133333
2004-01-05,13.125,49.375,2.7882771,-12.319305,303.15125,0.35259476,0.16666666
2004-01-06,13.125,49.375,2.2129006,-15.6111145,269.8798,0.35216284,0.162
2004-01-07,13.125,49.375,2.116774,-4.441925,217.28453,0.35608065,0.15733333
2004-01-08,13.125,49.375,3.9000704,-8.455414,271.1558,0.35907137,0.15266666
2004-01-09,13.125,49.375,1.7294904,-7.71344,176.20331,0.37222934,0.148
2004-01-10,13.125,49.375,2.4170907,0.18374634,289.39938,0.39389998,0.14333333
