,longitude,latitude,ssrd,t2mmin,vpd,sSWC,FPAR
1986-07-12,13.125,49.375,16.079887,7.028015,1378.2665,0.34614396,0.548
1986-07-13,13.125,49.375,16.539385,7.418213,1396.7115,0.335669,0.54866666
1986-07-14,13.125,49.375,16.706955,7.269409,1622.0168,0.32440463,0.54933333
1986-07-15,13.125,49.375,19.695807,6.9714355,1957.0784,0.31086478,0.55
1986-07-16,13.125,49.375,20.535526,10.27417,2210.2905,0.29743412,0.5425
1986-07-17,13.125,49.375,26.678072,10.783661,2590.8518,0.28206208,0.535
1986-07-18,13.125,49.375,17.527365,13.034882,1782.3845,0.28054202,0.52750003
1986-07-19,13.125,49.375,2.4576213,10.2724,650.3418,0.33535007,0.52
1986-07-20,13.125,49.375,16.24965,9.7838745,1496.0604,0.3434244,0.5125
1986-07-21,13.125,49.375,18.666803,8.012665,1920.779,0.31861117,0.505
1986-07-22,13.125,49.375,19.29172,10.9913025,2322.898,0.29895556,0.4975
1986-07-23,13.125,49.375,24.184547,12.310577,2607.5989,0.2915394,0.49
1986-07-24,13.125,49.375,10.514681,9.217316,921.37146,0.32437563,0.4825
1986-07-25,13.125,49.375,14.855225,9.560394,1620.1799,0.3287262,0.475
1986-07-26,13.125,49.375,16.131338,12.899017,1754.0415,0.31741562,0.4675
1986-07-27,13.125,49.375,15.783364,13.392578,1956.7764,0.31324026,0.45999998
1986-07-28,13.125,49.375,19.22051,14.151184,2384.7727,0.30140013,0.4525
1986-07-29,13.125,49.375,22.12314,14.477509,2807.2134,0.28528175,0.445
1986-07-30,13.125,49.375,19.991598,15.5816345,2464.8845,0.27337113,0.43749997
1986-07-31,13.125,49.375,20.921124,13.562195,2706.0857,0.27235922,0.42999998
1986-08-01,13.125,49.375,11.58963,14.103058,1466.9178,0.3146804,0.434
1986-08-02,13.125,49.375,19.699158,11.719971,2352.3286,0.3051918,0.43799996
1986-08-03,13.125,49.375,22.385605,15.449921,3265.6086,0.28165212,0.44199997
1986-08-04,13.125,49.375,20.479755,16.852844,2982.2292,0.283493,0.44599998
1986-08-05,13.125,49.375,19.047728,13.997314,1985.4021,0.38166657,0.45
1986-08-06,13.125,49.375,19.944098,12.047852,2164.5598,0.34013864,0.45399997
1986-08-07,13.125,49.375,22.954723,10.606049,2498.1448,0.3149273,0.45799997
1986-08-08,13.125,49.375,16.391085,13.597748,2011.7449,0.30299318,0.46199998
1986-08-09,13.125,49.375,22.865753,11.0104065,2118.094,0.2914475,0.466
1986-08-10,13.125,49.375,20.259737,14.134827,2546.2695,0.2764004,0.46999997
1986-08-11,13.125,49.375,19.955896,15.58313,2326.5862,0.27078122,0.47399998
1986-08-12,13.125,49.375,11.262147,15.673248,1359.6366,0.31200388,0.478
1986-08-13,13.125,49.375,15.112007,12.87912,1579.8412,0.3711977,0.482
1986-08-14,13.125,49.375,18.179178,11.964935,1794.2955,0.3430186,0.48599997
1986-08-15,13.125,49.375,19.937847,12.174194,2371.4565,0.32196534,0.48999998
1986-08-16,13.125,49.375,15.726649,15.3479,2054.2644,0.33191448,0.48812497
1986-08-17,13.125,49.375,15.845515,14.554657,1833.3832,0.34934247,0.48624998
1986-08-18,13.125,49.375,15.719537,14.316437,1712.3342,0.37940845,0.48437497
1986-08-19,13.125,49.375,9.472468,13.644165,1252.8065,0.38133222,0.4825
1986-08-20,13.125,49.375,12.8820305,10.283173,1382.5896,0.3809685,0.48062497
1986-08-21,13.125,49.375,17.152592,7.239624,1547.8127,0.3545432,0.47875
1986-08-22,13.125,49.375,16.997566,9.892487,2140.2178,0.3364309,0.47687498
1986-08-23,13.125,49.375,4.3423047,10.36972,780.1605,0.38229454,0.47499996
1986-08-24,13.125,49.375,11.231919,9.819977,912.38947,0.38928118,0.47312498
1986-08-25,13.125,49.375,15.63257,8.670746,1362.9767,0.3826299,0.47124997
1986-08-26,13.125,49.375,19.720867,7.0262146,1953.0443,0.35867637,0.46937498
1986-08-27,13.125,49.375,13.715792,10.751495,1398.7655,0.357662,0.46749997
1986-08-28,13.125,49.375,5.792932,9.995331,819.1889,0.3650463,0.465625
1986-08-29,13.125,49.375,14.665495,6.8372803,996.0059,0.3893624,0.46374997
1986-08-30,13.125,49.375,12.491761,6.3842163,1239.2523,0.36373058,0.461875
1986-08-31,13.125,49.375,12.410825,8.538879,1065.7874,0.36117163,0.45999998
1986-09-01,13.125,49.375,10.367942,6.965637,1090.0587,0.35862267,0.46466663
1986-09-02,13.125,49.375,7.897171,7.5071106,1123.9525,0.34887585,0.46933332
1986-09-03,13.125,49.375,11.267018,9.258484,1666.4272,0.349641,0.47399998
1986-09-04,13.125,49.375,15.011153,6.871765,1099.3806,0.365725,0.47866663
1986-09-05,13.125,49.375,15.365086,3.792633,1251.9109,0.34732392,0.48333332
1986-09-06,13.125,49.375,18.48554,4.2734375,1624.8986,0.33351213,0.48799998
1986-09-07,13.125,49.375,8.272173,9.854309,1145.5685,0.33694714,0.49266663
1986-09-08,13.125,49.375,17.149368,8.026642,1448.8912,0.3276876,0.49733332
1986-09-09,13.125,49.375,8.055235,7.1139526,1112.0066,0.32012516,0.502
1986-09-10,13.125,49.375,5.6210093,6.557678,1093.5306,0.31733423,0.50666666
1986-09-11,13.125,49.375,15.836291,6.4969788,1273.3253,0.3120354,0.5113333
1986-09-12,13.125,49.375,14.701688,4.4576416,1404.4706,0.30589157,0.516
1986-09-13,13.125,49.375,5.054834,10.85968,797.4814,0.32350197,0.52066666
1986-09-14,13.125,49.375,10.381296,12.591431,1482.1307,0.32389915,0.5253333
1986-09-15,13.125,49.375,10.388171,15.495087,1913.0077,0.32056382,0.53
1986-09-16,13.125,49.375,8.015824,9.950531,1671.9337,0.3127532,0.53
1986-09-17,13.125,49.375,5.1503973,9.778839,521.3078,0.35633484,0.53
1986-09-18,13.125,49.375,3.3118186,5.471649,578.42975,0.3654175,0.53
1986-09-19,13.125,49.375,15.649369,3.0161743,1069.9774,0.34600064,0.53
1986-09-20,13.125,49.375,16.686726,0.6930542,1302.1891,0.33392182,0.53
1986-09-21,13.125,49.375,15.230492,4.2413635,1464.7262,0.3250224,0.53
1986-09-22,13.125,49.375,12.71484,7.661194,1567.6917,0.3162117,0.53
1986-09-23,13.125,49.375,13.310289,8.303223,1540.1298,0.3088184,0.53
1986-09-24,13.125,49.375,11.767743,7.8777466,1403.8743,0.3037841,0.53
1986-09-25,13.125,49.375,13.43194,4.770752,1209.6727,0.29891124,0.53
1986-09-26,13.125,49.375,15.14169,2.218048,1197.3489,0.2928118,0.53
1986-09-27,13.125,49.375,11.14645,2.6629944,1232.7877,0.2875695,0.53
1986-09-28,13.125,49.375,10.791168,6.434784,1496.9249,0.2836314,0.53
1986-09-29,13.125,49.375,14.110186,2.882141,1510.2036,0.27868754,0.53
1986-09-30,13.125,49.375,9.206442,6.649475,1538.9415,0.27354187,0.53
1986-10-01,13.125,49.375,14.074043,4.5875854,1799.4537,0.26636094,0.5326666
1986-10-02,13.125,49.375,13.752811,6.0154114,1719.2812,0.25988337,0.53533334
1986-10-03,13.125,49.375,9.751284,8.215729,1475.7122,0.25650385,0.538
1986-10-04,13.125,49.375,11.357408,3.9983215,1181.0894,0.25270012,0.54066664
1986-10-05,13.125,49.375,12.892038,2.261261,1390.1517,0.24644917,0.5433333
1986-10-06,13.125,49.375,12.189588,4.8187256,1573.8445,0.24180397,0.546
1986-10-07,13.125,49.375,7.669486,10.391876,1538.3649,0.24044761,0.54866666
1986-10-08,13.125,49.375,4.581353,9.420746,886.7058,0.2593975,0.5513333
1986-10-09,13.125,49.375,6.7055883,5.160858,1120.6294,0.26409703,0.55399996
1986-10-10,13.125,49.375,11.991739,2.8344421,1213.7452,0.26090467,0.5566667
1986-10-11,13.125,49.375,7.629097,5.4155884,916.8018,0.25866917,0.5593333
1986-10-12,13.125,49.375,6.428739,8.215881,1210.9176,0.25855172,0.562
1986-10-13,13.125,49.375,11.645983,5.706024,1602.6283,0.25476548,0.5646666
1986-10-14,13.125,49.375,11.534711,2.5385742,1496.9374,0.24873655,0.56733334
1986-10-15,13.125,49.375,11.510902,2.6075745,1274.3475,0.24410836,0.57
1986-10-16,13.125,49.375,11.2530365,1.7555542,1203.9121,0.24157263,0.563125
1986-10-17,13.125,49.375,10.674714,0.96932983,929.8521,0.24015452,0.55625
1986-10-18,13.125,49.375,8.422712,2.7055664,835.9312,0.24024698,0.549375
1986-10-19,13.125,49.375,6.10226,3.9437866,980.2916,0.2507637,0.5425
1986-10-20,13.125,49.375,4.3859286,5.709015,662.5849,0.33415347,0.535625
1986-10-21,13.125,49.375,8.054784,5.111969,947.9735,0.36992088,0.52875
1986-10-22,13.125,49.375,0.9543343,5.8890076,641.2685,0.4091891,0.52187496
1986-10-23,13.125,49.375,6.6517863,3.3510132,678.1929,0.4145995,0.515
1986-10-24,13.125,49.375,6.462828,0.17102051,767.88336,0.3844747,0.508125
1986-10-25,13.125,49.375,7.907311,-0.09725952,931.5399,0.37266946,0.50124997
1986-10-26,13.125,49.375,3.178622,3.6089783,548.36194,0.3777963,0.494375
1986-10-27,13.125,49.375,4.2164125,-0.70651245,658.3713,0.3714191,0.48749998
1986-10-28,13.125,49.375,7.1833377,-1.0636597,658.45654,0.36308914,0.48062497
1986-10-29,13.125,49.375,0.78364164,2.1820068,269.38092,0.38474622,0.47375
1986-10-30,13.125,49.375,2.8568873,3.054779,439.99576,0.38892388,0.466875
1986-10-31,13.125,49.375,5.7329845,4.5226746,856.18384,0.3740752,0.45999998
1986-11-01,13.125,49.375,1.601579,6.9896545,688.76575,0.37266278,0.46199998
1986-11-02,13.125,49.375,1.9397025,1.8498535,397.38947,0.39336094,0.464
1986-11-03,13.125,49.375,6.938596,-1.8020935,534.427,0.3882111,0.466
1986-11-04,13.125,49.375,4.7536707,-0.14700317,585.6891,0.37512633,0.46799996
1986-11-05,13.125,49.375,3.8604994,1.3673096,583.2134,0.36803034,0.46999997
1986-11-06,13.125,49.375,1.1295956,3.7245789,342.5118,0.38245127,0.47199997
1986-11-07,13.125,49.375,4.4856086,0.31976318,643.87555,0.37451813,0.47399998
1986-11-08,13.125,49.375,7.580279,-0.9729309,779.84326,0.36522615,0.47599998
1986-11-09,13.125,49.375,6.8252387,-0.4960327,793.84973,0.36125565,0.478
1986-11-10,13.125,49.375,6.7271156,-0.9864502,640.6111,0.35653347,0.48
1986-11-11,13.125,49.375,7.173168,0.020202637,712.17523,0.35299438,0.482
1986-11-12,13.125,49.375,5.961807,0.34292603,682.45,0.34988534,0.48399997
1986-11-13,13.125,49.375,5.2195415,-1.776886,292.9475,0.34776732,0.48599997
1986-11-14,13.125,49.375,5.9088817,-1.7186279,460.2118,0.34615973,0.48799998
1986-11-15,13.125,49.375,5.9629297,-1.5540771,508.5858,0.34526953,0.48999998
1986-11-16,13.125,49.375,4.8490396,2.9411316,817.9493,0.34359825,0.482
1986-11-17,13.125,49.375,5.1332326,2.5663147,582.8193,0.34213307,0.47399998
1986-11-18,13.125,49.375,2.9370475,2.8642273,630.42365,0.34287366,0.466
1986-11-19,13.125,49.375,4.466706,2.0548706,681.348,0.34024623,0.45799997
1986-11-20,13.125,49.375,3.5483186,3.4179993,910.3975,0.34631795,0.45
1986-11-21,13.125,49.375,2.577945,0.0082092285,355.9287,0.35746872,0.442
1986-11-22,13.125,49.375,2.275232,1.0172424,373.7586,0.3622365,0.434
1986-11-23,13.125,49.375,1.2814082,3.4707642,377.04398,0.39596695,0.426
1986-11-24,13.125,49.375,2.0222998,1.9737854,483.52103,0.38152653,0.41799998
1986-11-25,13.125,49.375,2.1063373,2.0587158,796.88605,0.36917728,0.41
1986-11-26,13.125,49.375,5.478444,-0.3859253,679.4565,0.36256737,0.402
1986-11-27,13.125,49.375,3.2572548,-0.9333496,633.58765,0.36543614,0.394
1986-11-28,13.125,49.375,3.9473703,-3.4382935,445.78232,0.360079,0.386
1986-11-29,13.125,49.375,4.6423893,-2.8108826,346.80258,0.3562532,0.378
1986-11-30,13.125,49.375,4.060093,-4.0205383,200.85414,0.35420388,0.37
1986-12-01,13.125,49.375,4.9595857,-3.4960938,274.84888,0.35224894,0.36866668
1986-12-02,13.125,49.375,0.68849176,-2.8037415,179.74153,0.3513772,0.36733332
1986-12-03,13.125,49.375,2.6397216,0.02078247,353.50467,0.35298765,0.366
1986-12-04,13.125,49.375,5.0700064,-1.119812,658.9567,0.34981304,0.36466667
1986-12-05,13.125,49.375,4.894838,-0.5046692,704.1409,0.34698272,0.36333334
1986-12-06,13.125,49.375,4.361774,-0.14892578,584.91394,0.34539267,0.362
1986-12-07,13.125,49.375,3.2243378,-0.60687256,467.8911,0.3454067,0.36066666
1986-12-08,13.125,49.375,4.5273576,-3.7728577,417.7375,0.34458342,0.35933334
1986-12-09,13.125,49.375,3.7159858,-4.504059,420.0581,0.34267786,0.358
1986-12-10,13.125,49.375,1.5838647,-2.4246826,107.3171,0.3420396,0.35666665
1986-12-11,13.125,49.375,1.9144493,-2.4115295,175.7644,0.34174168,0.35533333
1986-12-12,13.125,49.375,3.9827528,-3.8501892,203.8223,0.34089988,0.354
1986-12-13,13.125,49.375,3.8888927,-4.744446,378.47403,0.34012672,0.35266668
1986-12-14,13.125,49.375,2.0200098,-2.366455,288.79816,0.34081987,0.35133332
1986-12-15,13.125,49.375,2.829855,-0.57437134,222.85573,0.3414763,0.35
1986-12-16,13.125,49.375,3.8920026,0.2644348,585.42645,0.35086232,0.341875
1986-12-17,13.125,49.375,2.929466,-0.13201904,436.9011,0.350186,0.33375
1986-12-18,13.125,49.375,0.7117503,1.7520447,320.3938,0.3714087,0.325625
1986-12-19,13.125,49.375,3.722082,0.26412964,641.125,0.4129056,0.3175
1986-12-20,13.125,49.375,2.6957667,-0.38467407,458.34192,0.387109,0.309375
1986-12-21,13.125,49.375,1.6334827,-1.691742,327.54227,0.37811154,0.30124998
1986-12-22,13.125,49.375,3.1295476,-7.905548,242.099,0.37352937,0.293125
1986-12-23,13.125,49.375,3.6091294,-6.269562,261.05194,0.36920503,0.285
1986-12-24,13.125,49.375,3.020752,-7.3514404,311.30594,0.36538604,0.276875
1986-12-25,13.125,49.375,3.1622355,-8.920898,224.48845,0.3625431,0.26875
1986-12-26,13.125,49.375,1.5098505,-8.907959,215.77478,0.3604662,0.260625
1986-12-27,13.125,49.375,2.5485208,-2.3609314,332.89835,0.35866502,0.2525
1986-12-28,13.125,49.375,1.172727,-0.63687134,275.86014,0.36334524,0.24437499
1986-12-29,13.125,49.375,0.64923996,1.1650696,465.7892,0.4220266,0.23625
1986-12-30,13.125,49.375,0.48874465,4.7101135,391.14886,0.42883226,0.228125
1986-12-31,13.125,49.375,1.8370118,3.5070496,715.9316,0.42580715,0.22
1987-01-01,13.125,49.375,1.3208376,3.7259216,429.88452,0.42341506,0.21733333
1987-01-02,13.125,49.375,3.1796112,-3.3065186,550.39026,0.42054936,0.21466666
1987-01-03,13.125,49.375,4.9444046,-7.324524,340.09592,0.40051353,0.212
1987-01-04,13.125,49.375,4.105832,-5.670166,339.8349,0.3914301,0.20933333
1987-01-05,13.125,49.375,1.1678548,-2.4814758,237.99374,0.38628936,0.20666666
1987-01-06,13.125,49.375,2.3550067,-2.9631653,408.9941,0.38405144,0.204
1987-01-07,13.125,49.375,3.7725875,-13.47641,260.68393,0.37824178,0.20133333
1987-01-08,13.125,49.375,4.223527,-15.3284,229.78091,0.3719651,0.19866666
1987-01-09,13.125,49.375,1.441074,-7.088867,202.27759,0.3683187,0.196
1987-01-10,13.125,49.375,2.4983501,-12.872131,161.91582,0.36516082,0.19333333
1987-01-11,13.125,49.375,2.4817107,-17.50534,123.860954,0.3626044,0.19066666
1987-01-12,13.125,49.375,2.5937319,-18.715073,111.33498,0.36060986,0.188
1987-01-13,13.125,49.375,5.216236,-19.88266,123.96593,0.3589797,0.18533333
1987-01-14,13.125,49.375,5.4067082,-20.564468,138.88655,0.35720998,0.18266666
1987-01-15,13.125,49.375,2.0579717,-11.200592,163.34999,0.35547093,0.17999999
1987-01-16,13.125,49.375,2.831639,-9.037567,125.77672,0.35386345,0.17875
1987-01-17,13.125,49.375,2.5167568,-8.826691,136.48587,0.35256645,0.1775
1987-01-18,13.125,49.375,3.9042637,-9.824554,172.38336,0.3514036,0.17625
1987-01-19,13.125,49.375,4.334417,-8.27713,236.01346,0.35016307,0.175
1987-01-20,13.125,49.375,4.069803,-8.654114,151.37262,0.34933352,0.17375
1987-01-21,13.125,49.375,5.4882936,-11.330505,218.34894,0.34934214,0.1725
1987-01-22,13.125,49.375,2.790776,-12.09494,167.23329,0.35261387,0.17125
1987-01-23,13.125,49.375,1.4715691,-4.9176636,162.02441,0.35071573,0.16999999
1987-01-24,13.125,49.375,2.9283862,-1.0543518,327.40677,0.35473573,0.16874999
1987-01-25,13.125,49.375,3.389917,-1.6282654,310.72116,0.35502163,0.16749999
1987-01-26,13.125,49.375,1.4759017,-6.5020447,189.60999,0.35199776,0.16624999
1987-01-27,13.125,49.375,5.773123,-11.5252075,287.44308,0.35070664,0.16499999
1987-01-28,13.125,49.375,3.7414129,-11.112762,249.42613,0.35001254,0.16375
1987-01-29,13.125,49.375,6.286648,-15.258423,335.17416,0.34905756,0.1625
1987-01-30,13.125,49.375,7.430717,-21.726318,168.19894,0.34811237,0.16125
1987-01-31,13.125,49.375,7.6952033,-20.954132,189.86024,0.34679443,0.16
1987-02-01,13.125,49.375,7.5793633,-20.740234,261.63715,0.34560105,0.16
1987-02-02,13.125,49.375,7.8589206,-18.905975,249.07579,0.34482026,0.16
1987-02-03,13.125,49.375,7.593832,-17.356949,267.31454,0.34412363,0.16
1987-02-04,13.125,49.375,3.4734454,-8.193176,335.2575,0.34335646,0.16
1987-02-05,13.125,49.375,4.8844533,-6.98349,266.94434,0.34464273,0.16
1987-02-06,13.125,49.375,5.5667925,-4.9570007,288.5493,0.3509764,0.16
1987-02-07,13.125,49.375,3.2911994,-1.1746826,360.7297,0.4155336,0.16
1987-02-08,13.125,49.375,4.8785043,-3.8381958,365.2257,0.40608385,0.16
1987-02-09,13.125,49.375,1.2558144,3.2929382,268.92313,0.4225443,0.16
1987-02-10,13.125,49.375,4.0556917,1.6032715,453.21378,0.4129865,0.16
1987-02-11,13.125,49.375,5.696949,-2.316864,211.75948,0.4090395,0.16
1987-02-12,13.125,49.375,7.8751774,-2.2068787,445.40067,0.4064344,0.16
1987-02-13,13.125,49.375,4.3864985,-0.82803345,252.22235,0.3982591,0.16
1987-02-14,13.125,49.375,2.8141873,0.8076782,108.965744,0.39368942,0.16
1987-02-15,13.125,49.375,1.8835588,0.048797607,32.56666,0.40314686,0.16
1987-02-16,13.125,49.375,4.147879,-0.82681274,318.7846,0.3954939,0.16153845
1987-02-17,13.125,49.375,4.799268,-1.6453247,358.846,0.38586676,0.16307692
1987-02-18,13.125,49.375,2.0324557,-3.0701904,80.7508,0.3793656,0.16461538
1987-02-19,13.125,49.375,5.796797,-4.8175354,291.42538,0.37500864,0.16615385
1987-02-20,13.125,49.375,3.2728972,-1.993927,199.5002,0.37218723,0.1676923
1987-02-21,13.125,49.375,2.5273192,-0.08062744,89.49633,0.3931832,0.16923076
1987-02-22,13.125,49.375,6.0963755,-1.3784485,275.92093,0.39502236,0.17076923
1987-02-23,13.125,49.375,8.918261,-12.4183655,448.2199,0.38484663,0.17230769
1987-02-24,13.125,49.375,11.881076,-16.583374,384.30704,0.37774798,0.17384614
1987-02-25,13.125,49.375,11.428343,-13.258545,432.3874,0.3737644,0.17538461
1987-02-26,13.125,49.375,9.890561,-12.079773,530.9655,0.3743316,0.17692307
1987-02-27,13.125,49.375,2.8646872,-1.1666565,123.525955,0.39073113,0.17846154
1987-02-28,13.125,49.375,2.2027876,2.0026245,198.52832,0.4263476,0.17999999
1987-03-01,13.125,49.375,2.356827,-1.7026062,42.512768,0.42475212,0.17999999
1987-03-02,13.125,49.375,1.3705218,-8.829102,83.58041,0.40279898,0.17999999
1987-03-03,13.125,49.375,11.574052,-18.339706,232.77171,0.39242312,0.17999999
1987-03-04,13.125,49.375,13.868973,-23.704361,208.5422,0.38531062,0.17999999
1987-03-05,13.125,49.375,12.138458,-22.53537,196.45409,0.38155124,0.17999999
1987-03-06,13.125,49.375,12.335205,-18.449554,237.8093,0.37782833,0.17999999
1987-03-07,13.125,49.375,12.724503,-17.97023,202.96474,0.37617487,0.17999999
1987-03-08,13.125,49.375,11.156864,-15.431824,241.4413,0.37130716,0.17999999
1987-03-09,13.125,49.375,9.094044,-12.885132,290.04688,0.36839667,0.17999999
1987-03-10,13.125,49.375,12.458301,-10.652557,354.64636,0.36590248,0.17999999
1987-03-11,13.125,49.375,9.69899,-13.018097,323.8112,0.36392382,0.17999999
1987-03-12,13.125,49.375,12.484237,-14.647247,290.80405,0.3620758,0.17999999
1987-03-13,13.125,49.375,15.902302,-20.33815,350.1676,0.36003226,0.17999999
1987-03-14,13.125,49.375,15.913287,-13.717651,389.9929,0.3576094,0.17999999
1987-03-15,13.125,49.375,14.785553,-18.674667,459.08627,0.35517317,0.17999999
1987-03-16,13.125,49.375,11.903431,-3.4725037,351.43103,0.36032864,0.18499999
1987-03-17,13.125,49.375,9.742894,-3.8476562,286.78052,0.36235732,0.19
1987-03-18,13.125,49.375,7.6256576,-0.5704346,530.1496,0.3897452,0.195
1987-03-19,13.125,49.375,12.692405,-0.929718,584.5749,0.40364417,0.19999999
1987-03-20,13.125,49.375,12.162657,-2.518158,450.44724,0.39664084,0.205
1987-03-21,13.125,49.375,14.2025175,-4.3894653,629.54663,0.39052165,0.21
1987-03-22,13.125,49.375,13.80819,-4.894867,710.75146,0.38604534,0.21499999
1987-03-23,13.125,49.375,12.0811615,-3.5239868,623.9229,0.3893593,0.22
1987-03-24,13.125,49.375,4.200169,2.6873474,552.7944,0.41593033,0.225
1987-03-25,13.125,49.375,11.983342,5.123657,1051.4958,0.40483958,0.22999999
1987-03-26,13.125,49.375,7.288305,2.538391,713.8161,0.40418047,0.23499998
1987-03-27,13.125,49.375,11.337626,-0.2345581,921.08,0.39366332,0.24
1987-03-28,13.125,49.375,5.222543,3.5320435,549.924,0.40728098,0.24499999
1987-03-29,13.125,49.375,13.8082485,-1.3207092,714.2125,0.3994709,0.24999999
1987-03-30,13.125,49.375,13.538396,-2.170288,625.8762,0.3857661,0.255
1987-03-31,13.125,49.375,10.31788,-2.4327393,553.79846,0.37883916,0.26
1987-04-01,13.125,49.375,7.657483,-0.56918335,293.33926,0.3900861,0.26066667
1987-04-02,13.125,49.375,7.0513215,-0.60980225,363.16125,0.39297274,0.26133332
1987-04-03,13.125,49.375,18.78465,0.081726074,832.60944,0.38537416,0.262
1987-04-04,13.125,49.375,15.915437,3.1587524,1024.7593,0.37502214,0.26266664
1987-04-05,13.125,49.375,11.52131,4.037781,1027.6805,0.40129596,0.26333332
1987-04-06,13.125,49.375,17.550701,3.6607056,1010.1891,0.386969,0.264
1987-04-07,13.125,49.375,19.588144,3.1013794,1293.4346,0.3799536,0.26466665
1987-04-08,13.125,49.375,9.9850445,7.4327087,1205.0496,0.37746987,0.26533332
1987-04-09,13.125,49.375,14.373616,6.044159,1223.616,0.37932882,0.26599997
1987-04-10,13.125,49.375,6.471801,6.7020264,793.07623,0.42213443,0.26666665
1987-04-11,13.125,49.375,12.879218,4.2096252,1028.3159,0.39749902,0.26733333
1987-04-12,13.125,49.375,17.67376,1.5664978,822.8685,0.38787708,0.26799998
1987-04-13,13.125,49.375,16.004164,0.38641357,871.3627,0.3793709,0.26866665
1987-04-14,13.125,49.375,13.985346,1.9474182,977.01605,0.37246183,0.2693333
1987-04-15,13.125,49.375,11.490444,2.5718079,981.4684,0.36687174,0.26999998
1987-04-16,13.125,49.375,7.487234,5.2279053,931.9894,0.36490977,0.29466665
1987-04-17,13.125,49.375,14.372546,6.6553955,1228.5186,0.36170214,0.3193333
1987-04-18,13.125,49.375,19.848444,4.8423157,1517.1125,0.3529977,0.34399998
1987-04-19,13.125,49.375,17.485312,3.783661,1396.0607,0.36553237,0.36866665
1987-04-20,13.125,49.375,12.298636,7.4193115,794.8646,0.3989356,0.39333332
1987-04-21,13.125,49.375,14.436783,5.362793,824.9851,0.38981548,0.41799998
1987-04-22,13.125,49.375,13.079039,2.645691,868.4511,0.38727248,0.44266665
1987-04-23,13.125,49.375,22.63502,0.12826538,1196.8931,0.3738228,0.46733332
1987-04-24,13.125,49.375,23.265734,2.0870667,1524.5411,0.36237037,0.49199998
1987-04-25,13.125,49.375,23.639338,4.4601135,1852.4608,0.35249883,0.51666665
1987-04-26,13.125,49.375,15.509732,8.491577,1288.9254,0.37182397,0.5413333
1987-04-27,13.125,49.375,23.804096,3.559845,1212.6527,0.3725295,0.566
1987-04-28,13.125,49.375,24.552185,0.7541504,1344.5576,0.35578865,0.59066665
1987-04-29,13.125,49.375,24.369999,3.2644348,1983.6925,0.3438541,0.6153333
1987-04-30,13.125,49.375,24.39236,6.4907227,1961.1908,0.3321633,0.64
1987-05-01,13.125,49.375,20.195915,10.511108,1977.2682,0.3216853,0.6353333
1987-05-02,13.125,49.375,22.413538,7.3003235,2028.9802,0.31448418,0.6306667
1987-05-03,13.125,49.375,9.052427,3.8574524,703.25854,0.3742761,0.626
1987-05-04,13.125,49.375,10.484887,2.8803406,692.5182,0.4040449,0.6213333
1987-05-05,13.125,49.375,5.0372105,6.3086243,244.83333,0.4184663,0.6166667
1987-05-06,13.125,49.375,6.683022,4.2777405,657.2583,0.40035167,0.612
1987-05-07,13.125,49.375,12.115592,4.154114,763.83105,0.39647403,0.6073333
1987-05-08,13.125,49.375,17.265154,4.030487,1213.8442,0.38714945,0.6026667
1987-05-09,13.125,49.375,25.718725,2.7224426,1498.1425,0.37301546,0.598
1987-05-10,13.125,49.375,22.385803,6.999298,1653.2793,0.37230298,0.5933333
1987-05-11,13.125,49.375,17.196959,4.434387,1039.0292,0.38256052,0.5886667
1987-05-12,13.125,49.375,18.225384,6.5749817,1351.0448,0.36908898,0.584
1987-05-13,13.125,49.375,11.820909,4.416687,707.6946,0.39376578,0.5793333
1987-05-14,13.125,49.375,22.683388,2.8381958,917.73584,0.3795658,0.5746667
1987-05-15,13.125,49.375,20.116669,4.072296,1414.8772,0.36538553,0.57
1987-05-16,13.125,49.375,11.817189,4.811859,835.93915,0.39465973,0.573125
1987-05-17,13.125,49.375,19.181309,3.1262817,1159.3629,0.37598923,0.57625
1987-05-18,13.125,49.375,20.84975,6.547455,1391.1643,0.3706792,0.57937497
1987-05-19,13.125,49.375,18.544056,8.823486,1227.2861,0.3870605,0.5825
1987-05-20,13.125,49.375,14.474558,4.8330994,973.87885,0.4051087,0.585625
1987-05-21,13.125,49.375,17.985716,3.510437,666.54034,0.39666933,0.58875
1987-05-22,13.125,49.375,8.198429,2.434845,538.2905,0.40212673,0.591875
1987-05-23,13.125,49.375,3.4625707,4.4979553,292.87363,0.4164751,0.595
1987-05-24,13.125,49.375,21.59664,5.4509277,1230.2545,0.3906649,0.598125
1987-05-25,13.125,49.375,20.116089,6.1552734,1336.7593,0.38997468,0.60125
1987-05-26,13.125,49.375,22.775993,5.0794373,1651.8154,0.38868505,0.604375
1987-05-27,13.125,49.375,19.168991,8.120209,1531.9156,0.38603288,0.6075
1987-05-28,13.125,49.375,18.122236,8.879547,1234.4114,0.3899804,0.610625
1987-05-29,13.125,49.375,16.74665,6.085327,1055.9232,0.38850036,0.61375
1987-05-30,13.125,49.375,16.58046,7.6754456,1020.7452,0.39589104,0.616875
1987-05-31,13.125,49.375,10.196015,9.010529,937.28973,0.39359778,0.62
1987-06-01,13.125,49.375,12.73446,9.588959,950.5227,0.41491425,0.62133336
1987-06-02,13.125,49.375,20.046606,8.96991,1303.0992,0.39999107,0.62266666
