,longitude,latitude,ssrd,t2mmin,vpd,sSWC,FPAR,GPP,GPP_constant-Tmin,GPP_constant-SWrad,GPP_constant-VPD,GPP_constant-FPAR,GPP_constant-SWC
1982-01-20,11.625,50.875,4.582168,-4.7635803,372.6341,0.37106925,0.17999999,0.05285645277661425,0.39008452233663654,0.17302874788729128,0.05285645277661425,0.14682348809190005,0.05285645277661425
1982-01-21,11.625,50.875,5.3319125,-5.700531,363.74097,0.36890966,0.17999999,0.03576818820423332,0.45391101782021986,0.100624836409731,0.03576818820423332,0.09935608386487499,0.03576818820423332
1982-01-22,11.625,50.875,2.1843405,-2.6000366,167.29704,0.3709969,0.17999999,0.049594220042602256,0.1859550807746616,0.34056654657963525,0.049594220042602256,0.13776172999399125,0.049594220042602256
1982-01-23,11.625,50.875,3.4431674,-2.7010498,367.5899,0.37016258,0.17999999,0.07635782972150681,0.2931202676449398,0.3326493640194788,0.07635782972150681,0.21210509434335753,0.07635782972150681
1982-01-24,11.625,50.875,2.4890866,-1.8500671,250.73866,0.36749804,0.17999999,0.06613349674856629,0.2118984195724649,0.3985407543588458,0.06613349674856629,0.1837041678406935,0.06613349674856629
1982-01-25,11.625,50.875,4.6322165,-1.5388184,505.2022,0.36165702,0.17999999,0.13052826151558605,0.3943452009534322,0.4226753915180325,0.13052826151558605,0.3625785243532126,0.13052826151558605
1982-01-26,11.625,50.875,1.4553032,-0.9593506,500.43988,0.35930112,0.17999999,0.04535664514108535,0.12389140983634352,0.46749686052795075,0.04535664514108535,0.125990687946942,0.04535664514108535
1982-01-27,11.625,50.875,2.819056,0.41244507,527.07355,0.36596507,0.17999999,0.10780307811707097,0.23998904300327464,0.5736126461326291,0.10780307811707097,0.29945301140591996,0.10780307811707097
1982-01-28,11.625,50.875,4.335542,-2.0777893,513.992,0.36421913,0.17999999,0.11009925033977126,0.36908900549705415,0.3809186383378523,0.11009925033977126,0.305831267934435,0.11009925033977126
1982-01-29,11.625,50.875,5.3538184,1.0633545,511.44513,0.3843022,0.17999999,0.22273767690030646,0.4557758888895159,0.6240527608304004,0.22273767690030646,0.6187158035406181,0.22273767690030646
1982-01-30,11.625,50.875,0.57922673,2.370819,509.23773,0.42071107,0.17999999,0.028003233056115417,0.04931014801217718,0.7251883832117542,0.028003233056115417,0.07778676281069632,0.028003233056115417
1982-01-31,11.625,50.875,4.674371,-1.619812,623.675,0.41669434,0.17999999,0.1297662302764507,0.39793385549356236,0.4164182633656508,0.1297662302764507,0.36046177079357256,0.1297662302764507
1982-02-01,11.625,50.875,5.279263,-4.398041,369.3166,0.3969817,0.18933332,0.07454993541928871,0.4727326278965676,0.211819155683157,0.07454993541928871,0.19687484331677255,0.07454993541928871
1982-02-02,11.625,50.875,6.9160986,-4.8247375,451.96866,0.38955727,0.19866666,0.08564791730413224,0.6498324529903812,0.185757727566519,0.08564791730413224,0.215556846086133,0.08564791730413224
1982-02-03,11.625,50.875,7.1341763,-6.2418213,452.75836,0.3847069,0.20799999,0.03228347030853129,0.7018145719245932,0.067877780736645,0.03228347030853129,0.07760449966495502,0.03228347030853129
1982-02-04,11.625,50.875,7.151034,-6.1535645,460.5244,0.38109615,0.21733333,0.03770750281928482,0.7350390413115948,0.07909521088688326,0.03770750281928482,0.08675039125219501,0.03770750281928482
1982-02-05,11.625,50.875,7.4240923,-4.978485,530.2784,0.3784126,0.22666666,0.09749499611871353,0.795877519336437,0.19698366920636248,0.09749499611871353,0.21506249776370626,0.09749499611871353
1982-02-06,11.625,50.875,2.443943,-1.7087097,420.68906,0.3791108,0.23599999,0.0874817066511335,0.2727836191179716,0.5369297073487402,0.0874817066511335,0.18534260669064753,0.0874817066511335
1982-02-07,11.625,50.875,3.9871242,2.1509094,607.9164,0.3856318,0.24533333,0.25657327222314213,0.46262760948997866,0.9652568844850963,0.25657327222314213,0.522907491255147,0.25657327222314213
1982-02-08,11.625,50.875,1.7538749,1.7071838,425.14566,0.39578387,0.25466666,0.11147385734572708,0.21124475525057246,0.9533792063424285,0.11147385734572708,0.2188622910940268,0.11147385734572708
1982-02-09,11.625,50.875,3.0673327,0.52389526,571.96533,0.39150852,0.264,0.1746404669359786,0.38298348012276007,0.8540341920000002,0.1746404669359786,0.33075846010602006,0.1746404669359786
1982-02-10,11.625,50.875,7.987485,0.60614014,818.28564,0.39046398,0.2733333,0.43022049188609046,0.9332331711195019,0.8079273235932657,0.4760129363643399,0.7869888006439216,0.43022049188609046
1982-02-11,11.625,50.875,8.190621,2.7034302,908.07684,0.3926769,0.28266665,0.5489745347615165,0.9334714075183073,1.0053716343880088,0.6439583985472334,0.9710635031785966,0.5489745347615165
1982-02-12,11.625,50.875,5.373929,0.38980103,763.2956,0.39086652,0.292,0.3109009165083725,0.6941301998400813,0.86780337954327,0.3324076943316288,0.5323645830622816,0.3109009165083725
1982-02-13,11.625,50.875,8.485779,-0.11886597,733.8713,0.3877859,0.30133334,0.4801453776729493,1.1514277642037154,0.8487353565411305,0.5043014154741616,0.7967013833798631,0.4801453776729493
1982-02-14,11.625,50.875,7.8276258,0.18927002,516.03894,0.38570702,0.31066665,0.5011035507339945,1.1501114315675796,0.9602596563839213,0.5011035507339945,0.8064971742766635,0.5011035507339945
1982-02-15,11.625,50.875,1.3739145,-0.8069153,65.499245,0.38674948,0.32,0.0780375236478264,0.20793371608800001,0.8519910480000003,0.0780375236478264,0.12193363069972878,0.0780375236478264
1982-02-16,11.625,50.875,5.094964,-1.8180847,334.39252,0.382214,0.32,0.24220006995058563,0.7710922316160002,0.713057256,0.24220006995058563,0.37843760929779,0.24220006995058563
1982-02-17,11.625,50.875,6.4137135,-2.517456,417.14774,0.37883636,0.32,0.26373295609998487,0.9706770559440002,0.6168024720000002,0.26373295609998487,0.4120827439062263,0.26373295609998487
1982-02-18,11.625,50.875,3.5361278,-3.8251648,374.32568,0.3757161,0.32,0.10296704003683971,0.5351717257632002,0.43677878400000003,0.10296704003683971,0.16088600005756204,0.10296704003683971
1982-02-19,11.625,50.875,6.6471705,-5.217407,446.16214,0.37211278,0.32,0.108649012192416,1.006009372152,0.24517728000000003,0.108649012192416,0.16976408155065,0.108649012192416
1982-02-20,11.625,50.875,10.197303,-6.0175476,554.2895,0.36910695,0.32,0.09182638720130401,1.5433006252320003,0.13507452,0.09182638720130401,0.14347873000203754,0.09182638720130401
1982-02-21,11.625,50.875,10.348685,-6.1299133,551.7435,0.3666376,0.32,0.08253933986512799,1.5662113826400001,0.119637432,0.08253933986512799,0.1289677185392625,0.08253933986512799
1982-02-22,11.625,50.875,10.274214,-6.5075684,565.65826,0.36436674,0.32,0.046337231179756806,1.5549406436160003,0.06765076800000001,0.046337231179756806,0.07240192371837002,0.046337231179756806
1982-02-23,11.625,50.875,9.642947,-5.2953186,532.0367,0.36215574,0.32,0.1507562442403344,1.4594021707679998,0.23450752800000005,0.1507562442403344,0.2355566316255225,0.1507562442403344
1982-02-24,11.625,50.875,6.7683773,-7.065094,358.6756,0.35938665,0.32,0.0,1.0243532940912001,0.0,0.0,0.0,0.0
1982-02-25,11.625,50.875,7.667059,-6.74234,384.61508,0.35818177,0.32,0.018101668685817602,1.1603633772960003,0.035414496000000004,0.018101668685817602,0.028283857321589997,0.018101668685817602
1982-02-26,11.625,50.875,4.6693764,-5.5720825,326.99185,0.3573845,0.32,0.061128001812758403,0.7066821018816,0.19636884000000002,0.061128001812758403,0.095512502832435,0.061128001812758403
1982-02-27,11.625,50.875,10.397792,-6.4478455,511.7045,0.35653892,0.32,0.052717054987008016,1.5736434324480004,0.07605036000000001,0.052717054987008016,0.08237039841720002,0.052717054987008016
1982-02-28,11.625,50.875,4.3988905,-0.41653442,633.06635,0.355633,0.32,0.26563252784896807,0.6657456838320001,0.9057938400000002,0.26563252784896807,0.4150508247640126,0.26563252784896807
1982-03-01,11.625,50.875,2.1090214,4.357971,719.4415,0.36370644,0.32133332,0.21188478301205824,0.30779311884378013,1.5069888552012194,0.2206443642737251,0.3296962528069891,0.21188478301205824
1982-03-02,11.625,50.875,7.9494987,2.7037964,719.01855,0.37589508,0.32266667,0.6853348887099391,1.1653373383947272,1.2931662383502354,0.713444606193982,1.0619858702944731,0.6853348887099391
1982-03-03,11.625,50.875,4.090347,2.7638245,683.8424,0.39024168,0.324,0.3637124246133015,0.6146905942425239,1.3337954870820303,0.3708702198565325,0.5612846058847244,0.3637124246133015
