,longitude,latitude,ssrd,t2mmin,vpd,FPAR,GPP,GPP_constant-Tmin,GPP_constant-SWrad,GPP_constant-VPD,GPP_constant-FPAR
1982-05-12,11.625,50.875,18.160084,2.0657349,1155.5061,0.482,1.148206875690226,2.269183548794913,0.9484043760674999,2.321955259232004,1.1910859706330144
1982-05-13,11.625,50.875,25.875626,5.104828,1378.5162,0.49133334,1.2607273766344367,1.8095699391910962,0.7308387688675261,4.64356308152647,1.2829654269283217
1982-05-14,11.625,50.875,25.638834,6.956421,1509.2511,0.5006667,0.7695967214047224,0.9468463599959674,0.45025256690966664,5.469770585676776,0.7685719076230977
1982-05-15,11.625,50.875,25.476145,8.31189,1793.6075,0.51,0.0,0.0,0.0,6.116039742742347,0.0
1982-05-16,11.625,50.875,25.24763,10.39444,2120.667,0.515,0.0,0.0,0.0,6.816576064162501,0.0
1982-05-17,11.625,50.875,19.11678,12.616211,1814.0175,0.52,0.0,0.0,0.0,5.211425395800001,0.0
1982-05-18,11.625,50.875,22.76685,12.791443,1662.7211,0.525,0.0,0.0,0.0,6.266148584062501,0.0
1982-05-19,11.625,50.875,17.33758,10.923431,1355.1384,0.53,1.420618805355555,1.420618805355555,1.22908053375,4.81728994695,1.3402064201467498
1982-05-20,11.625,50.875,23.287586,9.075775,1546.6729,0.53499997,0.6381404874577682,0.6747097562463187,0.4110390536772047,6.177545861159421,0.5963930123750925
1982-05-21,11.625,50.875,17.42542,12.47406,1267.5703,0.53999996,1.8863979029885716,1.8863979029885716,1.6238327997160797,4.933048909488942,1.746664854372
1982-05-22,11.625,50.875,12.074706,12.478119,1368.745,0.54499996,0.9704679714949119,0.9704679714949119,1.205579628392085,3.4499394649659147,0.890337653873325
1982-05-23,11.625,50.875,19.440784,10.283264,1248.9187,0.54999995,2.24836867600509,2.24836867600509,1.7347824110424936,5.605506547008451,2.0439717094566
1982-05-24,11.625,50.875,16.195997,9.157623,1002.50244,0.555,2.901440908680169,3.0512576597751275,2.687183359579688,4.480989820355474,2.613910728540693
1982-05-25,11.625,50.875,17.368855,8.464874,1390.5203,0.56,1.2008303383802592,1.3232290230085504,1.037054836125,4.62747721919175,1.0721699449823743
1982-05-26,11.625,50.875,26.8377,7.743622,1842.1746,0.565,0.0,0.0,0.0,6.853938439559174,0.0
1982-05-27,11.625,50.875,26.694025,11.081909,2302.5686,0.57,0.0,0.0,0.0,7.976775285562499,0.0
1982-05-28,11.625,50.875,8.913001,9.373383,1109.8702,0.575,1.3996087481267996,1.451123637249144,2.3554503384328123,2.591388165389371,1.217051085327652
1982-05-29,11.625,50.875,16.808804,7.5753174,1197.7983,0.58,1.9684321563175309,2.3111801764911717,1.7566081646714995,4.353012287301041,1.6969242726875267
1982-05-30,11.625,50.875,26.904161,5.775696,1561.7728,0.585,0.5376618602753365,0.7277502169400872,0.29976507738450003,6.095939458904041,0.4595400515173816
1982-05-31,11.625,50.875,27.134266,8.900879,2140.3362,0.59,0.0,0.0,0.0,7.845619335647164,0.0
1982-06-01,11.625,50.875,25.530924,13.613159,2637.3538,0.59,0.0,0.0,0.0,7.896906275129999,0.0
1982-06-02,11.625,50.875,27.199823,15.937592,2824.8416,0.59,0.0,0.0,0.0,8.4131092525725,0.0
1982-06-03,11.625,50.875,26.6249,14.301636,2938.18,0.59,0.0,0.0,0.0,8.23528125675,0.0
1982-06-04,11.625,50.875,26.107538,16.386688,2973.5745,0.59,0.0,0.0,0.0,8.075257309935001,0.0
1982-06-05,11.625,50.875,24.459204,15.734955,3047.5435,0.59,0.0,0.0,0.0,7.565415241229999,0.0
1982-06-06,11.625,50.875,22.41398,17.074219,2276.2612,0.59,0.0,0.0,0.0,6.932812118849999,0.0
1982-06-07,11.625,50.875,22.371119,14.533081,1820.2369,0.59,0.0,0.0,0.0,6.919554890092501,0.0
1982-06-08,11.625,50.875,20.475029,13.622253,1786.7621,0.59,0.0,0.0,0.0,6.3330800324175005,0.0
