,longitude,latitude,ssrd,t2mmin,e,tp,vpd,sSWC,FPAR
1988-11-19,11.625,50.875,4.445012,0.97836304,-0.9357472,1.9390844,573.8067,0.3724468,0.29
1988-11-20,11.625,50.875,2.2881587,-1.6632385,-0.3905946,3.9079256,310.09888,0.36235067,0.29
1988-11-21,11.625,50.875,2.9972365,-6.2345276,-0.6048955,1.8447504,379.36234,0.35488743,0.29
1988-11-22,11.625,50.875,5.0022187,-8.655304,-0.3569031,0.9353814,378.1428,0.3491943,0.29
1988-11-23,11.625,50.875,1.1120443,-4.2398376,-0.17300509,1.549405,351.61902,0.34559906,0.29
1988-11-24,11.625,50.875,1.0665632,0.26272583,0.02434992,1.9070349,234.69449,0.35318446,0.29
1988-11-25,11.625,50.875,1.2896589,3.293335,-0.06479485,2.1422174,382.15347,0.3870708,0.29
1988-11-26,11.625,50.875,1.992014,3.335205,-0.25720257,0.24996734,439.00284,0.3700626,0.29
1988-11-27,11.625,50.875,1.7136959,0.4130249,-0.44846433,1.4413606,490.73514,0.36400133,0.29
1988-11-28,11.625,50.875,1.901915,0.88723755,-0.66302705,0.19334757,492.25116,0.36013916,0.29
1988-11-29,11.625,50.875,1.2517499,0.7902832,-0.7619857,1.8415365,762.4273,0.35989046,0.29
1988-11-30,11.625,50.875,0.6618495,-1.659668,-0.3585556,14.800837,304.5918,0.37133554,0.29
1988-12-01,11.625,50.875,0.7846717,-1.0487976,-0.024307135,7.155826,55.48467,0.41013646,0.29133332
1988-12-02,11.625,50.875,1.5987011,-3.2152405,-0.24311605,0.38116723,136.55911,0.38512442,0.29266667
1988-12-03,11.625,50.875,0.9839295,-2.8342285,-0.10092706,7.0194883,189.52441,0.37507397,0.294
1988-12-04,11.625,50.875,0.76794225,1.3615723,0.0174485,13.939799,362.56573,0.41065198,0.29533333
1988-12-05,11.625,50.875,2.6123855,3.1087036,-0.75395864,0.23816045,817.26874,0.41223884,0.29666665
1988-12-06,11.625,50.875,2.9174662,2.031067,-0.5708908,3.1864996,662.8633,0.39641213,0.298
1988-12-07,11.625,50.875,2.6872306,-1.0026245,-0.67188555,3.0037835,527.1625,0.3985969,0.29933333
1988-12-08,11.625,50.875,0.5426391,-1.6348877,-0.15209979,5.7245965,174.05025,0.39537027,0.30066666
1988-12-09,11.625,50.875,2.3945694,1.3063354,-0.378623,3.029705,543.43634,0.41194385,0.302
1988-12-10,11.625,50.875,0.30190152,1.3807068,-0.2181138,5.509239,343.36407,0.41022697,0.30333334
1988-12-11,11.625,50.875,0.9125822,5.610962,-0.90588826,2.3340194,667.6894,0.40190315,0.30466667
1988-12-12,11.625,50.875,2.7717185,2.8226013,-1.0889592,5.977742,585.35406,0.40883258,0.306
1988-12-13,11.625,50.875,1.6922084,2.11615,-0.6130651,1.8854097,422.31708,0.39933577,0.30733332
1988-12-14,11.625,50.875,2.0907106,-0.47576904,-0.8678322,4.168324,493.12286,0.40147942,0.30866668
1988-12-15,11.625,50.875,3.1250534,-5.398224,-0.33788997,0.029553818,426.97348,0.38888475,0.31
1988-12-16,11.625,50.875,3.9293888,-7.3050537,-0.21004179,0.00018354612,375.47394,0.3749798,0.306875
1988-12-17,11.625,50.875,1.4717036,-2.9664612,-0.16503985,1.494904,372.84955,0.36989692,0.30375
1988-12-18,11.625,50.875,1.370274,0.5334778,-0.45866385,4.9936056,328.1212,0.37863213,0.300625
1988-12-19,11.625,50.875,0.41353813,2.855072,-0.691492,25.943062,435.80194,0.4243922,0.2975
1988-12-20,11.625,50.875,2.2579036,-3.4987183,-0.5420214,2.3445578,441.91446,0.41117144,0.294375
1988-12-21,11.625,50.875,0.6395043,-3.1434631,-0.35543248,0.83340377,497.46576,0.39501154,0.29125
1988-12-22,11.625,50.875,1.0071507,3.8695374,-0.35976171,0.3951208,648.71155,0.38875645,0.288125
1988-12-23,11.625,50.875,1.9153955,5.535736,-0.65017545,1.4992522,681.93146,0.38514072,0.285
1988-12-24,11.625,50.875,0.9061452,3.5455017,-1.4913613,4.3571515,797.7121,0.39946112,0.28187498
1988-12-25,11.625,50.875,3.1164012,2.1295166,-0.25464648,0.0046994765,603.049,0.38980022,0.27875
1988-12-26,11.625,50.875,1.1922812,5.810486,-0.09948332,0.13657512,521.6809,0.38138506,0.275625
1988-12-27,11.625,50.875,1.5032475,5.7655945,-0.27699026,0.72604823,777.6166,0.3771257,0.27249998
1988-12-28,11.625,50.875,2.2145376,3.8631287,-0.20874782,0.12956342,670.2649,0.37633598,0.269375
1988-12-29,11.625,50.875,1.7847995,2.447754,-0.16510017,0.18508103,713.004,0.37282774,0.26624998
1988-12-30,11.625,50.875,2.5422459,0.7024536,-0.052288495,0.04776357,239.91925,0.36973354,0.263125
1988-12-31,11.625,50.875,0.46747628,2.5958862,-0.16323411,0.95613784,255.67395,0.37014136,0.26
1989-01-01,11.625,50.875,0.6031292,2.9830322,0.012025681,1.4343294,244.03613,0.37536848,0.25599998
1989-01-02,11.625,50.875,1.0103364,0.9524536,-0.09584008,0.86067003,375.99802,0.38187462,0.252
1989-01-03,11.625,50.875,4.1160035,-2.1328125,-0.3510896,0.0,578.95264,0.37329075,0.248
1989-01-04,11.625,50.875,4.067093,-0.7206726,-0.24013464,0.00670286,508.8471,0.36786884,0.24399999
1989-01-05,11.625,50.875,2.1859217,1.9482117,-0.43913463,1.005685,481.21497,0.36945125,0.24
1989-01-06,11.625,50.875,0.7805028,0.73498535,-0.18389541,8.105705,155.25494,0.38970658,0.23599999
1989-01-07,11.625,50.875,1.2287234,1.0748596,-0.46432853,1.629763,352.81366,0.38710666,0.232
1989-01-08,11.625,50.875,0.3534114,4.0275574,-0.24691258,7.049674,411.59457,0.4121535,0.22799999
1989-01-09,11.625,50.875,1.9273106,4.4122925,-0.31032762,0.37708342,695.7307,0.39520693,0.22399999
1989-01-10,11.625,50.875,0.92951554,3.9102783,-0.38750175,3.1744163,662.93475,0.38768774,0.21999998
1989-01-11,11.625,50.875,4.30401,-0.26257324,-0.41095114,0.8371119,561.54065,0.39951283,0.21599999
1989-01-12,11.625,50.875,4.288,1.1782227,-0.31075764,0.0065475306,567.3971,0.3846353,0.21199998
1989-01-13,11.625,50.875,4.0361857,1.5572205,-0.609102,0.4480055,832.22943,0.3795782,0.20799999
1989-01-14,11.625,50.875,3.9986758,1.8239136,-0.43970188,0.15191993,807.95355,0.37435472,0.20399998
1989-01-15,11.625,50.875,3.5858228,1.9868164,-0.4209829,0.009298358,715.5797,0.37088203,0.19999999
1989-01-16,11.625,50.875,1.6667296,5.061157,-0.29486147,0.24208142,667.9862,0.36882013,0.20124999
1989-01-17,11.625,50.875,2.1707032,2.8357544,-0.39612797,0.38989767,699.5827,0.3667763,0.20249999
1989-01-18,11.625,50.875,3.8132808,-0.7650757,-0.41348398,0.05249781,597.53314,0.36533928,0.20374998
1989-01-19,11.625,50.875,4.752572,-2.1748962,-0.1811841,0.0006974534,434.40198,0.36217394,0.20499998
1989-01-20,11.625,50.875,5.1633477,-2.863556,-0.17257369,0.00019370306,441.9566,0.36061904,0.20625
1989-01-21,11.625,50.875,4.8433228,-1.0144653,-0.23459841,0.014451594,503.9666,0.35912585,0.2075
1989-01-22,11.625,50.875,1.9715194,1.4011536,-0.12278563,0.16896518,454.99487,0.3576248,0.20875
1989-01-23,11.625,50.875,2.8795562,-1.0456238,-0.21968618,0.03983159,492.84558,0.35670745,0.21
1989-01-24,11.625,50.875,4.8216314,-2.518219,-0.2590907,0.008756846,452.75702,0.3545587,0.21124999
1989-01-25,11.625,50.875,5.8071585,-3.4610596,-0.27363476,0.0,505.03522,0.3532132,0.21249999
1989-01-26,11.625,50.875,6.0186534,-4.606903,-0.17705789,0.0,469.14514,0.35225284,0.21374999
1989-01-27,11.625,50.875,6.2012463,-4.169983,-0.20539427,0.0,530.049,0.35146675,0.215
1989-01-28,11.625,50.875,6.281401,-4.3127136,-0.23478185,0.0,505.90094,0.3509357,0.21625
1989-01-29,11.625,50.875,0.9401665,-3.992096,-0.045263726,0.13390554,274.47687,0.35067794,0.2175
1989-01-30,11.625,50.875,4.8759956,0.37149048,-0.17470476,0.017125675,460.13318,0.35052136,0.21875
1989-01-31,11.625,50.875,1.801111,0.21716309,-0.009682787,0.2280599,243.31665,0.35017005,0.22
1989-02-01,11.625,50.875,4.8394847,-0.12512207,-0.05379368,0.057512786,281.60754,0.35025477,0.226
1989-02-02,11.625,50.875,5.6382623,-3.5360413,-0.27452436,0.011899353,300.86218,0.34885958,0.232
1989-02-03,11.625,50.875,6.795258,-3.542328,-0.25450298,0.00020234167,364.5272,0.34797293,0.238
1989-02-04,11.625,50.875,7.2110615,-3.8520203,-0.30894944,0.000607025,490.04904,0.34783438,0.244
1989-02-05,11.625,50.875,2.5095525,-1.3849182,-0.2875193,0.7445263,421.7057,0.3503924,0.25
1989-02-06,11.625,50.875,3.098195,2.600647,-0.21641304,0.047069915,667.115,0.35108906,0.256
1989-02-07,11.625,50.875,4.3744035,0.9241333,-0.19538237,0.026994806,751.4606,0.34865886,0.262
1989-02-08,11.625,50.875,6.1643124,-1.2991943,-0.19433683,0.0014571158,404.4276,0.34606013,0.268
1989-02-09,11.625,50.875,7.1714177,-2.0066528,-0.2498603,0.035537075,338.88147,0.3445908,0.274
1989-02-10,11.625,50.875,8.12285,-0.8818054,-0.50747305,0.0,615.0206,0.3434326,0.28
1989-02-11,11.625,50.875,8.286998,-1.4073792,-0.4737429,0.0,587.03705,0.34163788,0.286
1989-02-12,11.625,50.875,2.7200482,-0.8692932,-0.23233217,2.756384,473.1485,0.34539372,0.292
1989-02-13,11.625,50.875,6.5055065,1.0799255,-0.9152324,0.29307428,631.67505,0.36240748,0.298
1989-02-14,11.625,50.875,5.107668,1.8598022,-1.0946308,2.6089077,596.8774,0.3639244,0.304
1989-02-15,11.625,50.875,3.963444,1.7816467,-0.7683937,0.72808814,584.3719,0.36514658,0.31
1989-02-16,11.625,50.875,6.861629,0.40560913,-1.1876192,2.6990383,651.50073,0.37845516,0.3123077
1989-02-17,11.625,50.875,8.012418,-1.7616882,-0.61826825,0.058161177,598.83685,0.3662474,0.3146154
1989-02-18,11.625,50.875,2.4336054,2.0524597,-0.65029156,3.6024225,578.37036,0.37360495,0.31692308
1989-02-19,11.625,50.875,1.623227,8.74939,-0.6146787,2.0369165,978.3623,0.38338438,0.31923077
1989-02-20,11.625,50.875,3.6549277,2.749115,-1.3587158,3.637664,944.5884,0.3915124,0.32153848
1989-02-21,11.625,50.875,6.935355,-1.8780823,-0.6245961,0.0007285579,709.4242,0.37995785,0.32384616
1989-02-22,11.625,50.875,6.9409,-3.6661987,-0.4975353,0.8816809,622.5407,0.37316063,0.32615384
1989-02-23,11.625,50.875,5.117193,3.1709595,-0.735659,1.3663245,768.8035,0.37367058,0.32846153
1989-02-24,11.625,50.875,3.4874249,1.8876038,-0.39768654,3.8779736,150.43329,0.3907378,0.33076924
1989-02-25,11.625,50.875,6.860206,1.1926575,-0.84245056,1.9016162,823.378,0.39464435,0.33307692
1989-02-26,11.625,50.875,7.650459,1.9248962,-1.271189,0.6493561,842.25824,0.38598323,0.3353846
1989-02-27,11.625,50.875,6.363653,1.613739,-1.0907996,2.2936072,655.40735,0.38124266,0.33769232
1989-02-28,11.625,50.875,7.3834453,1.4542236,-1.110212,2.154576,648.22565,0.3872727,0.34
1989-03-01,11.625,50.875,6.549613,1.3901062,-1.1394436,1.5081737,750.12,0.3835833,0.34066668
1989-03-02,11.625,50.875,9.539909,3.2341003,-1.4602854,2.6459196,804.9935,0.3853317,0.34133333
1989-03-03,11.625,50.875,6.467881,3.2609558,-1.0056813,4.412851,783.688,0.40173328,0.342
1989-03-04,11.625,50.875,4.719401,5.0125427,-0.76557034,0.5604281,730.0543,0.38981345,0.34266666
1989-03-05,11.625,50.875,4.028797,3.5251465,-0.3594961,0.1515966,863.4308,0.38024557,0.34333333
1989-03-06,11.625,50.875,12.249794,2.7564697,-1.1607279,0.0,1278.468,0.3725617,0.344
1989-03-07,11.625,50.875,12.830523,3.8092346,-1.3242599,0.0,1484.973,0.3653473,0.34466666
1989-03-08,11.625,50.875,3.4371212,3.859253,-1.0268015,5.035877,725.4139,0.38178423,0.34533334
1989-03-09,11.625,50.875,11.073519,3.0970764,-1.5902219,1.0739673,922.9441,0.3866232,0.346
1989-03-10,11.625,50.875,8.350017,3.639618,-0.97896326,0.27725717,1010.38293,0.37360886,0.34666666
1989-03-11,11.625,50.875,10.589918,2.5628052,-1.0322282,1.3074441,1155.63,0.3666567,0.34733334
1989-03-12,11.625,50.875,7.2073402,5.750519,-1.0425658,8.057497,811.6931,0.40601897,0.348
1989-03-13,11.625,50.875,8.650922,4.3424377,-1.3269849,0.35935777,1161.322,0.3850422,0.34866667
1989-03-14,11.625,50.875,11.096447,2.8537903,-1.4014385,0.25579172,932.0477,0.37529865,0.34933332
1989-03-15,11.625,50.875,4.8178697,4.323761,-0.9826366,1.1018561,810.4146,0.37351137,0.35
1989-03-16,11.625,50.875,3.6172488,2.099823,-0.6366507,7.2980967,502.92072,0.39296004,0.3525
1989-03-17,11.625,50.875,10.129292,2.296936,-1.6846554,6.2905154,879.9305,0.4034432,0.355
1989-03-18,11.625,50.875,12.243114,-1.8415222,-1.4684186,0.6109884,726.1604,0.39777038,0.3575
1989-03-19,11.625,50.875,14.851714,-2.341339,-1.3907261,0.0,989.4189,0.38180932,0.35999998
1989-03-20,11.625,50.875,15.215763,-1.2279968,-1.4429915,0.0,1005.827,0.37355906,0.36249998
1989-03-21,11.625,50.875,12.3317,2.4546509,-1.588817,0.89058304,911.2709,0.36945695,0.36499998
1989-03-22,11.625,50.875,4.79725,3.2184753,-1.0165987,1.313592,940.8995,0.37421173,0.36749998
1989-03-23,11.625,50.875,14.585226,2.3644104,-2.1261606,1.4840796,826.0179,0.37435943,0.37
1989-03-24,11.625,50.875,8.312665,2.3607788,-1.7090777,2.161362,758.2037,0.36782798,0.3725
1989-03-25,11.625,50.875,10.44446,3.387268,-2.11196,1.284185,1004.7597,0.37602898,0.375
1989-03-26,11.625,50.875,16.974867,0.23538208,-1.6618378,0.0,1068.1272,0.36328995,0.3775
1989-03-27,11.625,50.875,17.78537,-0.5437012,-2.0503004,0.0,1554.9463,0.354282,0.38
1989-03-28,11.625,50.875,16.74026,7.6944275,-2.4010203,0.0,2015.954,0.34499916,0.3825
1989-03-29,11.625,50.875,9.694494,5.6504517,-1.2086209,0.7888278,1054.8192,0.34357297,0.385
1989-03-30,11.625,50.875,15.366649,4.0223083,-1.924389,0.0067730537,1701.731,0.33951452,0.3875
1989-03-31,11.625,50.875,17.97432,3.1698303,-1.9311715,0.09841198,1388.7006,0.33220688,0.39
1989-04-01,11.625,50.875,11.5695715,1.8905945,-1.5205252,1.2955197,648.0592,0.33345816,0.38533333
1989-04-02,11.625,50.875,10.07498,-1.2472229,-1.2185105,0.044197317,651.3377,0.3334247,0.38066664
1989-04-03,11.625,50.875,11.748178,-1.1039734,-1.3981463,0.64040166,709.30756,0.32946065,0.376
1989-04-04,11.625,50.875,7.5038643,0.55200195,-0.87980646,0.84303457,575.1191,0.32972708,0.37133333
1989-04-05,11.625,50.875,5.7147255,-0.11383057,-0.80658275,3.6718538,325.3017,0.34128293,0.36666664
1989-04-06,11.625,50.875,14.692858,4.4414062,-2.177169,0.35941467,1095.6898,0.3569107,0.362
1989-04-07,11.625,50.875,15.846586,4.1771545,-1.9662924,1.047717,1111.3401,0.345292,0.35733333
1989-04-08,11.625,50.875,8.100271,3.8117676,-1.3426219,6.3886495,796.1645,0.37085158,0.35266665
1989-04-09,11.625,50.875,15.272862,4.7331543,-1.8267827,0.36739004,1012.45044,0.36550802,0.348
1989-04-10,11.625,50.875,17.70529,5.0054016,-2.313636,0.0039080237,1220.3059,0.349944,0.34333333
1989-04-11,11.625,50.875,17.995312,5.5043335,-2.4262571,0.01944723,1584.7429,0.3379966,0.33866665
1989-04-12,11.625,50.875,19.300388,10.495331,-2.832342,0.3543991,2089.5618,0.3264587,0.334
1989-04-13,11.625,50.875,19.09038,8.898773,-2.8359578,0.33993876,1863.4297,0.31937397,0.32933334
1989-04-14,11.625,50.875,16.502094,9.641205,-2.3790853,5.5174775,1601.0906,0.32991424,0.32466665
1989-04-15,11.625,50.875,5.149278,7.504303,-1.1251493,2.0559392,437.7226,0.36878362,0.32
1989-04-16,11.625,50.875,5.2010427,7.3642273,-0.7539982,1.1700112,381.79,0.3561452,0.32533333
1989-04-17,11.625,50.875,4.6444044,2.727478,-1.1740997,3.7838826,539.8946,0.374096,0.33066666
1989-04-18,11.625,50.875,15.755059,0.38549805,-1.8163606,0.21665943,903.36926,0.35801986,0.336
1989-04-19,11.625,50.875,13.543191,2.9378357,-2.2493188,5.131617,752.114,0.36387372,0.34133333
1989-04-20,11.625,50.875,18.02455,3.0023499,-2.1783197,1.0721298,938.32367,0.36564195,0.34666666
1989-04-21,11.625,50.875,12.93891,2.373352,-1.7181013,11.33261,1045.0524,0.37823522,0.352
1989-04-22,11.625,50.875,2.4699368,4.21402,-0.903133,27.245588,467.92792,0.4321187,0.35733333
1989-04-23,11.625,50.875,13.738017,1.6850586,-2.1044302,1.21799,828.4266,0.40619496,0.36266664
1989-04-24,11.625,50.875,22.444786,2.3884583,-2.8454595,0.025217475,1473.2538,0.38754153,0.36799997
1989-04-25,11.625,50.875,19.58863,8.528717,-3.1440313,0.015490922,1804.8113,0.3725406,0.3733333
1989-04-26,11.625,50.875,14.215859,5.2941895,-1.8343096,1.6313285,1070.7555,0.3663765,0.37866664
1989-04-27,11.625,50.875,9.231713,0.99316406,-1.7319014,1.4874475,586.56714,0.37571138,0.38399997
1989-04-28,11.625,50.875,4.362836,0.91275024,-0.91793895,8.957731,279.41302,0.39659905,0.3893333
1989-04-29,11.625,50.875,12.544547,1.7634888,-1.7388265,0.35451776,782.15564,0.3887095,0.39466664
1989-04-30,11.625,50.875,15.113681,2.2400513,-2.1289527,0.5823424,938.43384,0.3776305,0.39999998
1989-05-01,11.625,50.875,23.340391,0.6992798,-2.6721601,0.0,1202.2803,0.36636695,0.40799996
1989-05-02,11.625,50.875,20.659145,3.712677,-2.5100555,0.0,1487.9261,0.35574412,0.41599998
1989-05-03,11.625,50.875,18.885418,9.127991,-2.6011896,0.12221299,1529.7566,0.34772918,0.42399997
1989-05-04,11.625,50.875,14.610248,7.55954,-1.848359,0.03289938,1382.0912,0.3404351,0.43199998
1989-05-05,11.625,50.875,21.562578,8.296539,-3.0022192,0.15757275,1756.2004,0.33284202,0.43999997
1989-05-06,11.625,50.875,18.543348,4.7289734,-2.7450051,0.57333076,1123.6271,0.3274129,0.44799998
1989-05-07,11.625,50.875,14.6385145,2.486145,-1.9391289,0.20824659,1017.93506,0.32375464,0.45599997
1989-05-08,11.625,50.875,15.490511,4.566284,-1.9561045,0.12284849,1211.1002,0.31865802,0.464
1989-05-09,11.625,50.875,24.56184,6.1452637,-3.431216,0.0,1908.8549,0.31054142,0.47199997
1989-05-10,11.625,50.875,11.409356,10.250153,-1.843951,14.132845,1005.0464,0.35743123,0.48
1989-05-11,11.625,50.875,10.333696,10.046509,-1.9298667,5.179649,938.40125,0.39744905,0.48799998
1989-05-12,11.625,50.875,17.706953,8.024261,-3.1823075,3.2612205,1329.6157,0.38946605,0.496
1989-05-13,11.625,50.875,20.506987,7.2929993,-3.1977448,0.17898072,1312.7825,0.374341,0.504
1989-05-14,11.625,50.875,19.61795,5.883545,-2.5976253,0.7724068,1263.0308,0.36128017,0.51199996
1989-05-15,11.625,50.875,22.702042,5.0041504,-3.0560553,0.0,1489.2834,0.35022855,0.52
1989-05-16,11.625,50.875,26.880186,7.241699,-3.5932395,0.0,1839.7253,0.33736473,0.525
1989-05-17,11.625,50.875,26.443274,8.040894,-3.7227626,0.0,1966.9088,0.32462895,0.53
1989-05-18,11.625,50.875,24.3387,8.346893,-3.3552291,0.00039584545,1918.7578,0.31205887,0.53499997
1989-05-19,11.625,50.875,24.636156,10.419342,-3.5659187,0.0016232164,2301.4373,0.30024442,0.53999996
1989-05-20,11.625,50.875,23.56284,11.224762,-3.4494393,0.21220629,2123.7312,0.28995574,0.54499996
1989-05-21,11.625,50.875,23.570469,9.937988,-3.5086038,0.3065844,1857.7417,0.28181452,0.54999995
1989-05-22,11.625,50.875,27.359821,8.409363,-3.8615396,0.0,1754.0089,0.26882875,0.55499995
1989-05-23,11.625,50.875,27.360348,7.407898,-4.0204253,0.0,2029.0586,0.25281778,0.55999994
1989-05-24,11.625,50.875,27.426529,8.798462,-4.0909586,0.0,2258.716,0.23672093,0.565
1989-05-25,11.625,50.875,27.41588,10.401001,-4.027652,0.0,2368.6606,0.22114083,0.57
1989-05-26,11.625,50.875,26.848637,10.459808,-3.6794176,0.0,2393.6646,0.20774764,0.575
1989-05-27,11.625,50.875,24.71769,10.698578,-3.4203596,0.25888813,2221.8118,0.19850548,0.58
1989-05-28,11.625,50.875,24.795876,9.655975,-2.9839938,0.07727891,2064.3032,0.19309315,0.585
1989-05-29,11.625,50.875,22.385344,11.447815,-2.791296,1.0552489,1973.9692,0.19232772,0.59
1989-05-30,11.625,50.875,19.178097,9.718353,-2.8221571,10.780829,1463.7153,0.22510685,0.59499997
1989-05-31,11.625,50.875,25.412706,6.124695,-3.3548996,0.2610801,1282.802,0.26393473,0.59999996
1989-06-01,11.625,50.875,14.697418,6.040802,-1.8456507,0.11066184,1503.1018,0.25061435,0.598
1989-06-02,11.625,50.875,6.1402707,7.9519043,-1.2143031,6.507239,572.9264,0.28266042,0.59599996
1989-06-03,11.625,50.875,11.553474,7.6319275,-1.8319298,1.9722528,1026.6176,0.3014849,0.594
1989-06-04,11.625,50.875,12.943047,5.88208,-2.222738,7.9147434,899.3244,0.34103012,0.59199995
1989-06-05,11.625,50.875,15.934417,4.4928894,-2.2510784,3.6877513,924.0689,0.33774135,0.59
1989-06-06,11.625,50.875,17.50064,6.170349,-2.4005978,0.121559024,1249.4194,0.31906667,0.588
1989-06-07,11.625,50.875,20.394758,6.2177734,-3.0603364,3.3201792,1238.2455,0.31868964,0.58599997
1989-06-08,11.625,50.875,21.208235,7.1749268,-2.6520562,1.5381904,1214.1052,0.31520864,0.584
1989-06-09,11.625,50.875,19.73823,7.2799377,-2.6401212,1.3860359,1511.5323,0.30546787,0.58199996
1989-06-10,11.625,50.875,21.749746,8.8975525,-2.8698552,1.0149513,1876.2876,0.2926031,0.58
1989-06-11,11.625,50.875,6.82401,12.379486,-1.330317,14.556083,665.5817,0.3437637,0.578
1989-06-12,11.625,50.875,22.583351,11.58609,-3.7657092,2.8480299,1746.5769,0.3591295,0.576
1989-06-13,11.625,50.875,27.134455,8.375885,-3.752901,1.6653345e-13,1947.9202,0.31896397,0.574
1989-06-14,11.625,50.875,25.813341,10.085815,-3.6708884,1.6653345e-13,1988.5,0.29425108,0.57199997
1989-06-15,11.625,50.875,22.759218,8.955231,-3.0917294,0.08106656,1756.3263,0.2772394,0.57
1989-06-16,11.625,50.875,20.9657,7.7986145,-2.8920987,0.4756649,1731.331,0.26454782,0.568
1989-06-17,11.625,50.875,20.245146,9.720886,-3.102773,1.6653345e-13,2101.9768,0.25363123,0.566
1989-06-18,11.625,50.875,22.564194,13.212524,-3.3124933,0.000753774,2343.1775,0.24010229,0.564
1989-06-19,11.625,50.875,25.992897,13.463745,-3.3816738,0.11846099,2223.808,0.22594239,0.562
1989-06-20,11.625,50.875,21.576073,11.292419,-2.956619,0.00020934494,2522.6824,0.21142633,0.56
1989-06-21,11.625,50.875,22.110933,14.178955,-2.814501,0.08416659,2570.7217,0.2019489,0.55799997
1989-06-22,11.625,50.875,18.995256,15.21106,-2.4658172,0.6126668,2241.023,0.20174812,0.556
1989-06-23,11.625,50.875,20.171452,13.948059,-2.6993315,0.2616754,2107.8608,0.20478544,0.55399996
1989-06-24,11.625,50.875,14.710368,14.575256,-2.2147198,0.78136075,1886.079,0.20828234,0.552
1989-06-25,11.625,50.875,19.947306,13.084137,-2.5729687,0.18393986,2345.7646,0.20449664,0.54999995
1989-06-26,11.625,50.875,21.401514,13.4609375,-2.8726027,2.2236886,2619.0435,0.20347695,0.548
1989-06-27,11.625,50.875,22.821548,14.500366,-3.4306881,5.219917,2461.8276,0.22410065,0.54599994
1989-06-28,11.625,50.875,19.217924,10.975769,-3.0252469,2.662816,1566.8341,0.2607877,0.54399997
1989-06-29,11.625,50.875,14.346382,9.68335,-2.0620043,0.25665048,1811.6671,0.2588806,0.54199994
1989-06-30,11.625,50.875,10.725641,10.556793,-1.9548023,4.672029,1291.0776,0.2867333,0.53999996
1989-07-01,11.625,50.875,17.982933,8.574066,-2.4388852,1.148924,1753.3102,0.28564164,0.54199994
1989-07-02,11.625,50.875,11.184661,13.703552,-2.2671752,10.395736,1081.3666,0.31296083,0.54399997
1989-07-03,11.625,50.875,3.0770729,11.860779,-1.0769918,2.3437107,461.38464,0.33184865,0.54599994
1989-07-04,11.625,50.875,10.768964,12.058868,-1.7775381,0.26047814,1643.0444,0.31885618,0.548
1989-07-05,11.625,50.875,24.82046,15.775391,-3.5701437,0.23699462,2625.178,0.2936434,0.54999995
1989-07-06,11.625,50.875,26.31953,15.388855,-3.847452,0.003386262,3005.346,0.2682296,0.552
1989-07-07,11.625,50.875,26.461433,14.450958,-3.8806314,0.0,3471.6262,0.24323237,0.55399996
1989-07-08,11.625,50.875,18.229332,17.373688,-2.5778306,1.8208507,2323.985,0.24732234,0.556
1989-07-09,11.625,50.875,18.618216,16.088928,-2.8124182,3.308795,2191.8638,0.2788049,0.55799997
1989-07-10,11.625,50.875,18.646421,14.6432495,-2.5867481,0.56709206,1904.5587,0.28185543,0.56
1989-07-11,11.625,50.875,15.454564,12.819489,-2.1287837,0.028321361,1918.7642,0.26712304,0.562
1989-07-12,11.625,50.875,19.2537,10.438812,-2.504648,0.070190445,2170.706,0.25149104,0.564
1989-07-13,11.625,50.875,19.399555,12.815277,-2.5521402,0.69138956,2026.0458,0.24039434,0.566
1989-07-14,11.625,50.875,18.736872,11.185699,-2.456881,0.8172232,1568.0159,0.23664139,0.568
1989-07-15,11.625,50.875,11.357598,9.670624,-1.6104317,0.5754087,1531.0381,0.23675092,0.57
1989-07-16,11.625,50.875,17.09419,11.477081,-2.1122694,0.17191613,1703.3872,0.232431,0.564375
1989-07-17,11.625,50.875,13.6854925,9.41452,-1.7214931,0.14262778,1626.5972,0.22634605,0.55875
1989-07-18,11.625,50.875,15.439524,10.403992,-2.2374983,2.150373,1594.4705,0.22840013,0.55312496
1989-07-19,11.625,50.875,16.544863,8.826324,-2.0891314,0.49717528,1605.035,0.22886361,0.5475
1989-07-20,11.625,50.875,20.632212,8.240356,-2.1579237,0.0022861282,2000.012,0.21975587,0.541875
1989-07-21,11.625,50.875,26.164143,11.161591,-2.5156019,0.003048171,2159.4304,0.20543905,0.53625
1989-07-22,11.625,50.875,25.282017,10.544678,-2.6361852,0.0,2785.2056,0.19023778,0.530625
1989-07-23,11.625,50.875,18.922968,14.918579,-2.1835082,6.969992,2513.4255,0.20258391,0.525
1989-07-24,11.625,50.875,16.75784,17.367737,-2.6445127,7.178227,2072.5054,0.26333332,0.51937497
1989-07-25,11.625,50.875,14.726731,16.303589,-2.087742,9.047492,1517.2085,0.29980412,0.51375
1989-07-26,11.625,50.875,14.029144,15.641296,-2.0449262,2.7827435,1538.0497,0.33357197,0.508125
1989-07-27,11.625,50.875,8.8758335,14.586578,-1.7684209,5.7389407,1581.2864,0.3399002,0.5025
1989-07-28,11.625,50.875,18.575747,12.219696,-2.5324752,0.016299061,1916.9126,0.32377008,0.496875
1989-07-29,11.625,50.875,18.62742,10.452637,-2.406652,0.023495538,2266.9448,0.2946493,0.49124998
