,longitude,latitude,ssrd,t2mmin,e,tp,vpd,sSWC,FPAR
1998-11-02,11.625,50.875,3.7396717,4.0181274,-0.71126324,0.25459495,753.04236,0.40155455,0.44466665
1998-11-03,11.625,50.875,5.887037,4.715576,-1.314448,5.065599,908.9179,0.4095372,0.442
1998-11-04,11.625,50.875,5.655221,3.99469,-0.9581225,2.9730785,907.48444,0.39641228,0.43933332
1998-11-05,11.625,50.875,5.580459,2.163208,-1.163116,2.4948206,670.1596,0.40545163,0.43666667
1998-11-06,11.625,50.875,3.738604,3.587738,-0.8489191,1.322557,781.7031,0.39462593,0.434
1998-11-07,11.625,50.875,3.3741546,0.6456909,-0.34502918,0.0025213717,580.3865,0.38739622,0.43133333
1998-11-08,11.625,50.875,5.0343637,-0.597229,-0.42010337,2.5373688,574.02454,0.3822643,0.42866665
1998-11-09,11.625,50.875,0.7986878,5.24469,-0.37061733,9.565692,374.96973,0.41520065,0.426
1998-11-10,11.625,50.875,2.1806896,6.97641,-0.3430331,2.6124394,535.8648,0.40807447,0.42333332
1998-11-11,11.625,50.875,4.9966273,0.9717102,-1.0105032,1.1707067,677.8297,0.40539506,0.42066666
1998-11-12,11.625,50.875,5.374762,-1.9841309,-0.46656153,0.0011719131,572.2476,0.3928884,0.41799998
1998-11-13,11.625,50.875,3.3789043,-2.1358948,-0.19348985,0.040201817,436.2266,0.3867153,0.41533333
1998-11-14,11.625,50.875,3.5248177,0.723053,-0.35805687,6.3475723,462.72812,0.39470762,0.41266665
1998-11-15,11.625,50.875,2.413585,0.5653076,-0.3940298,3.8734188,294.64258,0.40786737,0.41
1998-11-16,11.625,50.875,2.0417876,-0.028900146,-0.3076133,4.550827,45.876125,0.4049459,0.406
1998-11-17,11.625,50.875,3.938327,-2.184967,-0.5646565,1.9160091,312.05545,0.39484274,0.402
1998-11-18,11.625,50.875,3.5299938,-3.322113,-0.2994176,2.362295,369.8962,0.38575158,0.398
1998-11-19,11.625,50.875,4.253668,-3.0047302,-0.31450507,1.2563384,349.86197,0.3819035,0.394
1998-11-20,11.625,50.875,2.8165019,-3.115448,-0.2854223,0.82362163,314.95987,0.37857068,0.39
1998-11-21,11.625,50.875,3.9324157,-6.736389,-0.26288238,0.092829585,352.81192,0.37496802,0.386
1998-11-22,11.625,50.875,5.4719543,-8.39801,-0.20761803,0.0,312.4498,0.37146378,0.382
1998-11-23,11.625,50.875,2.1517632,-8.089996,-0.089857064,1.3267326,216.70258,0.36869836,0.378
1998-11-24,11.625,50.875,3.1301093,-3.5221252,-0.11476891,0.02443319,227.89781,0.36729172,0.37399998
1998-11-25,11.625,50.875,2.2262335,-1.398346,-0.16149218,0.16087875,331.48892,0.36481357,0.37
1998-11-26,11.625,50.875,1.8104589,-1.4595947,-0.15857238,0.43351522,297.56583,0.36240128,0.366
1998-11-27,11.625,50.875,1.6147238,-0.14157104,-0.12512527,1.9301205,310.22632,0.36510813,0.362
1998-11-28,11.625,50.875,1.7340109,0.7586975,-0.10033968,0.2932748,352.93625,0.36795503,0.35799998
1998-11-29,11.625,50.875,3.1083717,-0.8907471,-0.30684438,0.27416402,384.6783,0.36440757,0.354
1998-11-30,11.625,50.875,1.3718019,-1.8154907,-0.19690853,1.0889157,172.10768,0.36061212,0.35
1998-12-01,11.625,50.875,2.3647022,-5.2504272,-0.23602358,0.049256198,270.69244,0.35930005,0.34533334
1998-12-02,11.625,50.875,4.372481,-5.748169,-0.22600825,0.008171805,311.67548,0.35922346,0.34066665
1998-12-03,11.625,50.875,2.7318156,-5.250366,-0.095197484,0.016523339,274.6404,0.35779256,0.336
1998-12-04,11.625,50.875,1.4908884,-3.1253052,-0.10536084,1.4419054,303.6532,0.35668486,0.33133334
1998-12-05,11.625,50.875,2.877847,-1.173584,-0.3227489,1.0656588,483.99597,0.35595,0.32666665
1998-12-06,11.625,50.875,1.8370396,-2.4752502,-0.30279815,3.057567,389.16064,0.35505283,0.322
1998-12-07,11.625,50.875,3.9087214,-4.7828064,-0.36494347,0.27284425,421.92917,0.353476,0.31733334
1998-12-08,11.625,50.875,3.5608432,-10.355804,-0.10816942,0.03751098,339.4517,0.3519607,0.31266665
1998-12-09,11.625,50.875,3.276174,-7.995514,-0.092046365,0.00022325023,348.20187,0.35072634,0.308
1998-12-10,11.625,50.875,3.5799284,-5.6691895,-0.11960981,0.03545538,458.56137,0.35018045,0.30333334
1998-12-11,11.625,50.875,2.8794992,-6.005066,-0.16854341,0.07350272,424.8553,0.35015532,0.29866666
1998-12-12,11.625,50.875,1.9844974,-2.878357,-0.010774013,0.69320077,356.23932,0.36331525,0.294
1998-12-13,11.625,50.875,2.264629,3.8356018,-0.60586625,0.71926624,935.1264,0.3744441,0.28933334
1998-12-14,11.625,50.875,0.40331054,4.1571045,-0.11775554,4.1944137,363.49698,0.38167864,0.28466666
1998-12-15,11.625,50.875,1.7101223,6.0396423,-0.0035192128,0.39373422,622.0628,0.38116753,0.28
1998-12-16,11.625,50.875,2.1667054,4.189209,-0.39538288,3.0829828,676.1986,0.39062503,0.2825
1998-12-17,11.625,50.875,3.5815368,1.7531433,-0.3307119,0.0,822.2378,0.37761006,0.285
1998-12-18,11.625,50.875,3.7509155,2.339386,-0.39611536,0.3335459,768.0152,0.37019542,0.2875
1998-12-19,11.625,50.875,1.7830955,3.5542908,-0.83993226,2.329277,624.49774,0.37663,0.29
1998-12-20,11.625,50.875,2.9566329,-1.1942139,-0.42038164,0.98552114,470.75034,0.37802866,0.2925
1998-12-21,11.625,50.875,2.4319448,-1.0663147,-0.50665885,0.91929525,399.36658,0.37280402,0.295
1998-12-22,11.625,50.875,2.3526793,-0.70410156,-0.31884867,0.54324174,347.44763,0.3680322,0.29749998
1998-12-23,11.625,50.875,3.544412,-1.5390015,-0.3106789,0.17331392,453.86005,0.3656139,0.3
1998-12-24,11.625,50.875,1.5032305,-1.2909851,-0.21120298,0.6711377,429.86575,0.3645348,0.3025
1998-12-25,11.625,50.875,0.9941781,0.06628418,-0.23572151,0.03076783,565.22327,0.36308804,0.305
1998-12-26,11.625,50.875,2.6179678,3.433075,-0.45835507,0.67889804,837.52673,0.3605417,0.3075
1998-12-27,11.625,50.875,0.55299586,7.841217,-1.0484346,1.9077402,806.05536,0.3676678,0.31
1998-12-28,11.625,50.875,3.7700362,6.5232544,-0.62529284,0.10708787,1139.9563,0.36515895,0.3125
1998-12-29,11.625,50.875,3.4850962,-0.2710266,-0.10556155,0.16495886,479.11887,0.36109003,0.315
1998-12-30,11.625,50.875,3.8451626,-0.65304565,-0.14175758,0.0010270921,553.4232,0.35771015,0.3175
1998-12-31,11.625,50.875,3.8555624,-2.6030273,-0.15521939,0.00080384186,411.99576,0.35549644,0.32
1999-01-01,11.625,50.875,3.902131,-2.1994324,-0.1687573,0.0,530.7326,0.35427016,0.31533334
1999-01-02,11.625,50.875,3.4980478,-1.1504822,-0.17281455,0.029780013,542.37585,0.3523372,0.31066665
1999-01-03,11.625,50.875,3.0690682,1.9959412,-0.34925306,2.6046152,632.2387,0.35541055,0.306
1999-01-04,11.625,50.875,1.4620757,3.9457703,-0.6010236,0.5147616,671.144,0.36856395,0.30133334
1999-01-05,11.625,50.875,2.4264505,10.161316,-0.32374057,0.38489297,1047.9287,0.37330794,0.29666665
1999-01-06,11.625,50.875,4.1044917,7.981201,-0.48835394,0.0,1216.081,0.36192018,0.292
1999-01-07,11.625,50.875,1.2046174,3.6802368,-0.7373491,3.0372288,730.59784,0.36841044,0.28733334
1999-01-08,11.625,50.875,3.198594,2.8057556,-0.81999296,3.973549,618.8724,0.38556856,0.28266665
1999-01-09,11.625,50.875,2.704178,0.54922485,-0.62224,3.088848,452.22873,0.38699088,0.278
1999-01-10,11.625,50.875,3.032297,-1.6964722,-0.4516127,0.2148106,390.18173,0.37934935,0.27333334
1999-01-11,11.625,50.875,1.6231084,-2.1730042,-0.17004006,1.1214696,206.72844,0.37170324,0.26866665
1999-01-12,11.625,50.875,3.511401,-2.6153564,-0.52646667,1.4094445,427.86237,0.36815184,0.264
1999-01-13,11.625,50.875,2.3716693,-3.1102905,-0.44121987,2.1912053,404.59503,0.3669612,0.25933334
1999-01-14,11.625,50.875,2.2557302,0.8100586,-0.83251476,3.687354,440.0918,0.38030794,0.25466666
1999-01-15,11.625,50.875,1.5863881,2.2604675,-0.75044066,1.663851,704.1167,0.38123867,0.25
1999-01-16,11.625,50.875,3.2124746,4.64563,-0.7850884,0.04262433,1039.6758,0.3702588,0.249375
1999-01-17,11.625,50.875,4.5349326,4.8819885,-0.7051771,0.0,1234.6453,0.36294717,0.24875
1999-01-18,11.625,50.875,4.230247,1.4895935,-0.30722162,0.0,847.2865,0.3597435,0.248125
1999-01-19,11.625,50.875,4.2419353,2.898285,-0.3097636,0.005377828,711.9227,0.35767317,0.2475
1999-01-20,11.625,50.875,5.0720134,2.21344,-0.39897835,0.0,910.9806,0.35529414,0.246875
1999-01-21,11.625,50.875,5.224542,1.0552063,-0.41557646,0.0,860.05414,0.35293943,0.24625
1999-01-22,11.625,50.875,0.5826098,1.4317627,-0.093454294,0.29722786,417.24368,0.35227987,0.245625
1999-01-23,11.625,50.875,5.1522,0.40182495,-0.45948654,0.012979187,573.92896,0.35171586,0.245
1999-01-24,11.625,50.875,3.059359,-0.2732849,-0.18972921,0.060049172,479.08463,0.35011324,0.24437499
1999-01-25,11.625,50.875,1.7457364,3.9616394,-0.30904403,0.33469725,786.5065,0.34911036,0.24374999
1999-01-26,11.625,50.875,3.3764665,1.9431763,-0.93206805,4.6219964,662.4617,0.3834248,0.24312499
1999-01-27,11.625,50.875,2.122509,0.95770264,-0.57133085,6.276002,291.2328,0.38333702,0.24249999
1999-01-28,11.625,50.875,2.542213,-0.7560425,-0.4941562,2.8806674,356.20535,0.38306838,0.241875
1999-01-29,11.625,50.875,5.0711856,-5.460541,-0.5951617,1.702127,367.52667,0.37605178,0.24125
1999-01-30,11.625,50.875,3.5841126,-5.5152893,-0.2269088,2.47331,293.15094,0.36806092,0.240625
1999-01-31,11.625,50.875,5.8522363,-7.607727,-0.30461755,0.65436715,332.215,0.36405903,0.24
1999-02-01,11.625,50.875,1.3043779,-5.229187,-0.027804704,3.7900681,193.3842,0.36355942,0.24333332
1999-02-02,11.625,50.875,2.1709213,0.21255493,0.058977246,1.4368749,137.27338,0.3754249,0.24666665
1999-02-03,11.625,50.875,1.6279867,2.0079956,-0.21418478,3.097257,349.16867,0.39220694,0.25
1999-02-04,11.625,50.875,1.8104004,3.7757263,-0.63527715,1.3290943,532.54803,0.39067924,0.25333333
1999-02-05,11.625,50.875,5.5671954,1.3382568,-1.6064987,3.4429944,645.4702,0.39467174,0.25666666
1999-02-06,11.625,50.875,5.9289527,0.21118164,-0.674453,1.131184,522.3562,0.3828509,0.26
1999-02-07,11.625,50.875,4.0852447,-1.0890198,-0.49531946,6.365627,313.9392,0.37823978,0.26333332
1999-02-08,11.625,50.875,6.34027,-2.1895447,-0.6028466,1.9926668,434.47147,0.3754015,0.26666665
1999-02-09,11.625,50.875,5.126962,-7.3096313,-0.2347045,0.43794635,329.04813,0.37106088,0.26999998
1999-02-10,11.625,50.875,7.3380957,-7.3616943,-0.34159613,0.039699428,413.4398,0.37127003,0.2733333
1999-02-11,11.625,50.875,7.8856354,-8.830017,-0.2642975,0.028562577,389.69373,0.36936438,0.27666667
1999-02-12,11.625,50.875,6.0663733,-8.334808,-0.32065013,0.20259792,381.38773,0.36694738,0.28
1999-02-13,11.625,50.875,2.2583358,-4.9778748,-0.18290517,3.140446,260.205,0.36529326,0.28333333
1999-02-14,11.625,50.875,3.831978,-6.532654,-0.17870134,0.12901837,302.53888,0.36448923,0.28666666
1999-02-15,11.625,50.875,8.962717,-7.733429,-0.38520902,0.07040911,469.4768,0.36248472,0.29
1999-02-16,11.625,50.875,3.4666104,-0.9805603,-0.6842371,3.2990458,432.64026,0.37009457,0.29384616
1999-02-17,11.625,50.875,7.8645616,-1.8746948,-1.1695386,6.243531,426.95947,0.37507373,0.2976923
1999-02-18,11.625,50.875,6.178223,-2.1230774,-0.5837425,0.60501087,498.6469,0.36889857,0.30153847
1999-02-19,11.625,50.875,2.4521592,-0.51116943,0.09069486,5.6826954,364.1088,0.39880264,0.3053846
1999-02-20,11.625,50.875,3.4522097,2.1385803,-0.02592082,2.5543895,443.19925,0.4221213,0.30923077
1999-02-21,11.625,50.875,5.518774,1.836792,-0.9467157,5.344725,598.8363,0.40832952,0.3130769
1999-02-22,11.625,50.875,8.078022,0.24758911,-1.114932,2.0610783,543.27594,0.40755805,0.31692308
1999-02-23,11.625,50.875,5.12648,-0.01751709,-0.67645323,4.406299,364.71954,0.3945356,0.32076922
1999-02-24,11.625,50.875,6.790789,-0.4576416,-0.6879646,2.192542,531.7961,0.38908562,0.3246154
1999-02-25,11.625,50.875,8.682739,-2.3093872,-0.8042852,0.09952842,591.8849,0.3827018,0.32846153
1999-02-26,11.625,50.875,5.7713995,1.1338501,-0.8711963,0.73888165,775.4951,0.38132113,0.3323077
1999-02-27,11.625,50.875,10.962316,1.8087158,-1.1054901,0.0072690235,1148.6198,0.37708247,0.33615384
1999-02-28,11.625,50.875,9.679036,4.186798,-1.0997224,0.3859944,955.6359,0.37345132,0.34
1999-03-01,11.625,50.875,5.411313,4.2911987,-1.2221234,2.7949677,903.7989,0.37227738,0.344
1999-03-02,11.625,50.875,1.3753785,6.7084045,-0.52894413,9.529533,397.97266,0.41171217,0.348
1999-03-03,11.625,50.875,5.9050245,7.841095,-1.1738932,0.41975835,1088.923,0.401397,0.352
1999-03-04,11.625,50.875,6.450585,5.6091614,-0.93282884,5.0391197,840.9715,0.40466297,0.356
1999-03-05,11.625,50.875,3.9251769,3.4599304,-1.1213048,7.6060066,496.3862,0.42104322,0.35999998
1999-03-06,11.625,50.875,7.861741,1.6639404,-1.0984296,0.28707054,746.27576,0.39871782,0.364
1999-03-07,11.625,50.875,9.22046,-1.0501404,-0.8960532,-1.6653345e-13,673.2046,0.38650054,0.368
1999-03-08,11.625,50.875,9.675543,-1.934082,-0.9038589,0.021556731,712.72314,0.37944716,0.37199998
1999-03-09,11.625,50.875,5.4399257,2.4519348,-0.9909045,5.6772532,499.23605,0.39281276,0.376
1999-03-10,11.625,50.875,5.3857627,2.0594482,-0.86956537,3.4091978,623.2682,0.3966867,0.38
1999-03-11,11.625,50.875,6.388403,-0.6722717,-0.90597105,0.31720334,575.1023,0.3910596,0.38399997
1999-03-12,11.625,50.875,14.072603,-2.3255615,-1.2174485,-1.6653345e-13,853.79193,0.37967992,0.38799998
1999-03-13,11.625,50.875,12.488533,0.99624634,-1.1029946,-1.6653345e-13,984.77496,0.37232816,0.392
1999-03-14,11.625,50.875,11.788701,2.9154053,-1.0435117,0.5770553,851.946,0.36838838,0.39599997
1999-03-15,11.625,50.875,9.502722,2.1833801,-0.9854915,0.08113103,730.3216,0.3658709,0.39999998
1999-03-16,11.625,50.875,5.6405153,-0.24298096,-0.72396696,0.5702426,481.52875,0.36387277,0.39937496
1999-03-17,11.625,50.875,13.967062,-3.1143188,-0.9535494,-1.6653345e-13,695.0484,0.36325663,0.39874998
1999-03-18,11.625,50.875,15.716669,-4.7594604,-1.024458,-1.6653345e-13,780.3184,0.36306533,0.398125
1999-03-19,11.625,50.875,5.3558908,-1.1749878,-0.6294137,2.8649955,476.77316,0.3713181,0.39749998
1999-03-20,11.625,50.875,11.755873,1.9020996,-1.5153762,1.2041688,628.42554,0.37947753,0.39687496
1999-03-21,11.625,50.875,8.745169,3.237671,-1.0257921,0.7767305,616.01105,0.37598646,0.39624998
1999-03-22,11.625,50.875,11.851398,3.2559204,-1.5663462,2.7838326,746.3526,0.37808225,0.395625
1999-03-23,11.625,50.875,5.623358,1.7065735,-1.0743294,1.3642035,474.4901,0.37712854,0.39499998
1999-03-24,11.625,50.875,8.477529,4.2445374,-1.1153436,0.42894292,989.5274,0.37188232,0.39437497
1999-03-25,11.625,50.875,17.189533,3.6523438,-1.8689932,-1.6653345e-13,1627.8828,0.3621697,0.39374998
1999-03-26,11.625,50.875,15.152344,6.4822693,-1.7819656,1.9802686,1498.0239,0.35935408,0.393125
1999-03-27,11.625,50.875,9.834553,5.1109924,-1.3099543,1.5901045,1002.4083,0.36438006,0.39249998
1999-03-28,11.625,50.875,2.3938653,3.0994568,-0.8430837,3.1282778,238.30151,0.3783899,0.39187497
1999-03-29,11.625,50.875,6.8704495,3.2564697,-0.81386346,0.03167378,665.13855,0.3694889,0.39124998
1999-03-30,11.625,50.875,11.335081,1.7441711,-1.0645154,0.0046289763,964.9879,0.3610936,0.390625
1999-03-31,11.625,50.875,15.367105,2.3530579,-1.5759306,0.013329698,1098.1129,0.35490713,0.39
1999-04-01,11.625,50.875,18.503267,3.3756409,-2.1982782,-1.6653345e-13,1397.4941,0.34603173,0.39333332
1999-04-02,11.625,50.875,19.3771,3.0036316,-2.2883198,-1.6653345e-13,1421.9336,0.3371247,0.39666665
1999-04-03,11.625,50.875,16.45433,6.1671143,-2.1025546,-1.6653345e-13,1541.8383,0.32855225,0.39999998
1999-04-04,11.625,50.875,8.027248,8.233459,-1.3019128,10.4453945,825.07184,0.358642,0.40333334
1999-04-05,11.625,50.875,10.303164,8.751373,-1.4075882,0.42250937,918.67896,0.37649328,0.40666667
1999-04-06,11.625,50.875,11.618827,10.391174,-2.0077283,3.012648,1434.83,0.36701962,0.41
1999-04-07,11.625,50.875,11.38686,6.157074,-1.8529749,0.81741506,978.045,0.3740783,0.41333333
1999-04-08,11.625,50.875,10.996655,6.132202,-1.7741795,2.311931,745.94653,0.36934504,0.41666666
1999-04-09,11.625,50.875,15.006548,5.4106445,-1.8351321,0.028676508,1056.6304,0.36175886,0.42
1999-04-10,11.625,50.875,16.398428,5.972595,-2.2332647,-1.6653345e-13,1519.1608,0.34970775,0.42333332
1999-04-11,11.625,50.875,9.352566,6.708252,-1.8601803,2.5811937,992.196,0.35488302,0.42666665
1999-04-12,11.625,50.875,11.697145,5.3774414,-1.8166919,0.46493316,993.8732,0.35201758,0.43
1999-04-13,11.625,50.875,15.948393,2.7543945,-2.1209323,2.445235,919.52484,0.3529162,0.43333334
1999-04-14,11.625,50.875,15.757863,1.5986023,-2.7026627,7.3962383,764.5441,0.37312278,0.43666667
1999-04-15,11.625,50.875,10.340154,3.1735535,-1.8923093,1.2896187,765.6229,0.37653,0.44
1999-04-16,11.625,50.875,11.40866,2.1542358,-1.4774781,1.0472456,784.3968,0.36579046,0.44066668
1999-04-17,11.625,50.875,14.350499,2.2349548,-2.0804355,4.934437,562.1797,0.38409826,0.44133332
1999-04-18,11.625,50.875,16.476019,2.4031677,-2.032405,0.4291874,832.22095,0.36964417,0.442
1999-04-19,11.625,50.875,18.851038,-0.67974854,-1.9030461,0.965506,835.81647,0.362034,0.44266665
1999-04-20,11.625,50.875,19.289589,-1.283905,-1.9744568,0.5819362,912.8674,0.35713643,0.44333333
1999-04-21,11.625,50.875,6.5568757,2.2818604,-1.0508674,2.7528126,751.4442,0.3650828,0.444
1999-04-22,11.625,50.875,18.853012,7.618469,-2.4741957,0.26344565,1311.3553,0.3608523,0.44466665
1999-04-23,11.625,50.875,19.05795,6.0330505,-2.353563,2.3366048,1354.027,0.35598853,0.44533333
1999-04-24,11.625,50.875,17.976536,4.1801453,-2.279994,6.3555026,1241.3112,0.36639827,0.44599998
1999-04-25,11.625,50.875,20.88559,5.9458313,-2.5823133,0.34440875,1350.2756,0.37387428,0.44666666
1999-04-26,11.625,50.875,15.62858,6.610199,-1.9535167,0.78028965,1101.9934,0.3615255,0.44733334
1999-04-27,11.625,50.875,10.054892,9.157043,-1.4055146,1.2236989,569.8337,0.36081535,0.44799998
1999-04-28,11.625,50.875,8.272384,7.9817505,-1.0737909,0.3355136,642.48645,0.35822034,0.44866666
1999-04-29,11.625,50.875,18.697943,5.1382446,-2.1725118,0.009139652,1031.9987,0.35364243,0.4493333
1999-04-30,11.625,50.875,24.671206,4.904175,-2.981595,-1.6653345e-13,1560.1134,0.34104225,0.45
1999-05-01,11.625,50.875,22.108847,6.256012,-2.793362,0.051228903,1651.2319,0.33014143,0.45733333
1999-05-02,11.625,50.875,14.460232,7.665222,-2.0350432,0.0073423693,1307.8478,0.3209222,0.46466666
1999-05-03,11.625,50.875,24.122297,6.0020447,-3.0289354,0.0,1568.2355,0.3124295,0.472
1999-05-04,11.625,50.875,23.473848,6.3400574,-3.221597,0.0,1332.4243,0.3015933,0.4793333
1999-05-05,11.625,50.875,19.575632,8.19519,-3.0505672,0.0,1471.9517,0.28913853,0.48666665
1999-05-06,11.625,50.875,10.641069,7.353485,-1.884348,1.8712064,1252.405,0.28324738,0.494
1999-05-07,11.625,50.875,16.516413,9.100769,-2.4039013,0.29180273,1497.775,0.28727195,0.50133336
1999-05-08,11.625,50.875,10.645357,8.782349,-2.0282118,11.479541,976.9219,0.33460206,0.50866663
1999-05-09,11.625,50.875,18.862001,7.687622,-2.8145819,0.31087574,1642.2825,0.3448029,0.516
1999-05-10,11.625,50.875,16.954508,7.621704,-2.650986,6.756336,1679.4658,0.33595356,0.5233333
1999-05-11,11.625,50.875,17.272161,10.681519,-2.7640574,4.7967896,1385.2356,0.36084595,0.53066665
1999-05-12,11.625,50.875,16.496902,9.792206,-2.6578095,4.3909187,1255.598,0.35824364,0.538
1999-05-13,11.625,50.875,19.756552,9.368286,-3.1834264,0.5705225,1353.9403,0.3485789,0.5453333
1999-05-14,11.625,50.875,16.35704,8.397339,-2.3528168,1.3882036,1234.582,0.3370379,0.55266666
1999-05-15,11.625,50.875,18.692526,6.5378723,-2.783488,1.9395288,990.1349,0.33393115,0.56
1999-05-16,11.625,50.875,16.134308,5.5372925,-2.1100788,0.836349,1034.1947,0.32700455,0.5625
1999-05-17,11.625,50.875,19.135187,4.593872,-2.6906734,0.038065404,1330.2379,0.3181213,0.565
1999-05-18,11.625,50.875,27.450783,6.65567,-4.0500884,0.0,1727.0134,0.3022659,0.5675
1999-05-19,11.625,50.875,25.859993,8.480011,-3.753019,0.2871867,1938.3368,0.28581172,0.57
1999-05-20,11.625,50.875,23.811687,12.093933,-3.2246041,1.0551889,1865.544,0.27759698,0.5725
1999-05-21,11.625,50.875,6.32858,12.962769,-1.5803229,14.357392,682.465,0.3620114,0.575
1999-05-22,11.625,50.875,10.162937,8.515076,-2.0639203,1.5867138,948.01465,0.3659343,0.5775
1999-05-23,11.625,50.875,17.99592,6.4110413,-2.7325635,0.072522186,1417.4777,0.34396294,0.58
1999-05-24,11.625,50.875,16.451822,8.275421,-2.4382753,0.18749869,1802.5316,0.32526267,0.5825
1999-05-25,11.625,50.875,14.700712,10.9175415,-2.2910442,0.28917298,1712.3665,0.3141338,0.585
1999-05-26,11.625,50.875,21.46011,8.405273,-2.9398737,0.08987212,1732.4766,0.30384752,0.5875
1999-05-27,11.625,50.875,27.039436,9.147003,-3.9149065,0.00041013033,2290.7092,0.28704393,0.59
1999-05-28,11.625,50.875,22.766483,11.974487,-3.426454,1.3660756,2477.1633,0.2739763,0.5925
1999-05-29,11.625,50.875,23.646078,14.436584,-3.5313957,3.1893344,2270.4294,0.3020306,0.59499997
1999-05-30,11.625,50.875,24.71173,14.559967,-4.0877805,0.6741643,2695.873,0.28708905,0.59749997
1999-05-31,11.625,50.875,19.510979,11.8967285,-2.7379909,0.97585094,1467.4677,0.28306368,0.59999996
1999-06-01,11.625,50.875,26.557991,9.431,-3.4828527,0.00082211045,1894.1399,0.2731884,0.5993333
1999-06-02,11.625,50.875,23.467052,13.58551,-3.848223,10.0094595,2316.036,0.29445922,0.5986666
1999-06-03,11.625,50.875,20.744081,13.799316,-3.9149456,0.545034,2077.704,0.32464704,0.598
1999-06-04,11.625,50.875,16.978085,13.109894,-3.0628707,1.9787949,1602.1307,0.3079964,0.5973333
1999-06-05,11.625,50.875,15.920616,12.0078125,-2.710806,2.4127352,1730.921,0.29591367,0.59666663
1999-06-06,11.625,50.875,11.297195,11.529907,-2.4927511,9.554756,1049.8496,0.36087266,0.59599996
1999-06-07,11.625,50.875,17.451649,9.168945,-2.5910597,0.11166195,1642.1112,0.33640474,0.5953333
1999-06-08,11.625,50.875,10.033781,8.912231,-2.226476,6.4739523,993.6677,0.35286972,0.59466666
1999-06-09,11.625,50.875,19.516254,7.7940674,-2.8448625,0.4895886,1494.2861,0.34002644,0.594
1999-06-10,11.625,50.875,19.970604,7.647156,-2.8563442,0.6667249,1743.0376,0.31981865,0.5933333
1999-06-11,11.625,50.875,12.935024,10.853943,-2.2013354,6.768236,1059.284,0.35692114,0.5926666
1999-06-12,11.625,50.875,15.905352,9.985535,-2.265194,0.88625216,1292.4447,0.34169036,0.59199995
1999-06-13,11.625,50.875,23.933582,9.773712,-3.305329,0.0031965352,1694.753,0.32236654,0.5913333
1999-06-14,11.625,50.875,18.568607,10.026764,-2.7376304,0.6492676,1688.7562,0.30795723,0.59066665
1999-06-15,11.625,50.875,19.02168,9.734192,-2.7181993,0.28201252,1788.4222,0.2987649,0.59
1999-06-16,11.625,50.875,18.734694,11.836517,-2.7607725,0.16222787,1910.3105,0.28813586,0.58466667
1999-06-17,11.625,50.875,18.767347,12.212921,-2.730015,1.092559,2042.4886,0.2786562,0.5793333
1999-06-18,11.625,50.875,15.241615,10.5434265,-2.94771,12.0943165,1117.9502,0.3455739,0.574
1999-06-19,11.625,50.875,4.846356,10.501617,-1.2609807,9.0850115,946.85504,0.39142466,0.56866664
1999-06-20,11.625,50.875,17.91011,10.719727,-2.9068503,1.1285012,1762.1637,0.35296044,0.56333333
1999-06-21,11.625,50.875,19.221893,9.131561,-3.3460507,5.402533,1122.9814,0.37209323,0.55799997
1999-06-22,11.625,50.875,22.12747,7.555359,-3.3422215,0.32582286,1263.6932,0.3497484,0.55266666
1999-06-23,11.625,50.875,20.218157,4.826355,-2.6205037,0.6155437,1371.7128,0.33588964,0.5473333
1999-06-24,11.625,50.875,18.843956,9.807587,-2.747244,6.6959085,1349.8083,0.3485009,0.542
1999-06-25,11.625,50.875,19.24475,8.533722,-2.829777,0.10097163,1517.164,0.34691074,0.53666663
1999-06-26,11.625,50.875,24.341436,8.738129,-3.2968495,0.02169366,1922.5431,0.32489422,0.5313333
1999-06-27,11.625,50.875,20.027609,15.121887,-3.0574126,0.8717377,2119.8098,0.31094456,0.52599996
1999-06-28,11.625,50.875,18.239119,12.292389,-3.0901814,0.41678768,1797.3748,0.3024612,0.52066666
1999-06-29,11.625,50.875,17.537504,10.184265,-2.732953,-1.6653345e-13,2136.0654,0.29172912,0.5153333
1999-06-30,11.625,50.875,16.901031,14.608307,-2.989086,7.313945,1839.1594,0.3292555,0.51
1999-07-01,11.625,50.875,18.308495,15.32431,-2.8045673,1.1770353,1901.5867,0.34365103,0.5133333
1999-07-02,11.625,50.875,19.081482,14.682251,-3.1523435,0.43561897,2042.9451,0.3219038,0.51666665
1999-07-03,11.625,50.875,27.40523,12.302185,-4.2786684,0.0,3112.6155,0.297272,0.52
1999-07-04,11.625,50.875,18.085894,18.017242,-2.7127786,0.16830945,2459.6536,0.27841413,0.5233333
1999-07-05,11.625,50.875,23.500967,17.655334,-4.0088234,0.76564234,3311.7976,0.2748961,0.52666664
1999-07-06,11.625,50.875,8.530289,16.206451,-1.9169158,18.214827,1114.9938,0.35958624,0.53
1999-07-07,11.625,50.875,6.8306623,14.180298,-1.6478816,15.871624,919.2544,0.40541214,0.5333333
1999-07-08,11.625,50.875,15.768882,13.306183,-2.5119975,3.879557,1458.0399,0.38149658,0.5366667
1999-07-09,11.625,50.875,7.662274,13.4904785,-1.90135,0.7903761,1418.2386,0.37631363,0.54
1999-07-10,11.625,50.875,13.644913,16.136475,-2.8289185,0.69898236,2257.752,0.35853064,0.54333335
