,longitude,latitude,ssrd,t2mmin,vpd,FPAR
1984-12-08,11.625,50.875,2.3007362,0.03479004,268.8474,0.3333333
1984-12-09,11.625,50.875,1.0060796,2.5916138,452.8788,0.32999998
1984-12-10,11.625,50.875,0.50864744,3.2451477,560.0952,0.32666665
1984-12-11,11.625,50.875,0.5754034,4.838135,530.2903,0.32333332
1984-12-12,11.625,50.875,1.3405879,-0.18023682,286.82098,0.32
1984-12-13,11.625,50.875,3.3557374,-2.5701904,244.63708,0.31666666
1984-12-14,11.625,50.875,1.6823736,-2.7677307,159.88333,0.31333333
1984-12-15,11.625,50.875,1.081838,-0.8744507,37.215664,0.31
1984-12-16,11.625,50.875,1.7828897,-1.070282,79.427505,0.31187502
1984-12-17,11.625,50.875,1.8911086,-1.7426758,198.0735,0.31375
1984-12-18,11.625,50.875,1.320268,0.9260864,356.59842,0.315625
1984-12-19,11.625,50.875,3.695553,0.7062073,408.60687,0.3175
1984-12-20,11.625,50.875,1.9733341,2.867096,591.5527,0.319375
1984-12-21,11.625,50.875,3.1241288,1.9390869,589.66016,0.32125
1984-12-22,11.625,50.875,2.2068853,0.13201904,457.25833,0.323125
1984-12-23,11.625,50.875,2.7385817,-0.83724976,559.4804,0.325
1984-12-24,11.625,50.875,3.818723,-2.7744446,598.84174,0.326875
1984-12-25,11.625,50.875,3.6341894,-4.4179993,387.76767,0.32875
1984-12-26,11.625,50.875,3.187358,-2.009552,344.93982,0.330625
1984-12-27,11.625,50.875,1.2431184,-2.4230652,171.32556,0.3325
1984-12-28,11.625,50.875,1.1985787,-3.6371155,217.42387,0.334375
1984-12-29,11.625,50.875,3.6869676,-4.2676086,304.35925,0.33625
1984-12-30,11.625,50.875,2.668315,-3.779419,199.8826,0.338125
1984-12-31,11.625,50.875,2.7939281,-5.494629,288.04715,0.34
1985-01-01,11.625,50.875,2.570283,-3.9317017,281.34824,0.33066666
1985-01-02,11.625,50.875,1.8754866,-6.677185,130.81296,0.32133335
1985-01-03,11.625,50.875,3.0328827,-10.632721,190.19653,0.312
1985-01-04,11.625,50.875,2.2973065,-13.232727,169.0654,0.30266666
1985-01-05,11.625,50.875,3.1365545,-11.408234,170.41608,0.29333332
1985-01-06,11.625,50.875,3.5793931,-14.225311,158.5054,0.284
1985-01-07,11.625,50.875,2.65702,-15.057098,128.42137,0.27466667
1985-01-08,11.625,50.875,2.8782043,-17.824997,116.27642,0.26533332
1985-01-09,11.625,50.875,3.7264936,-18.241562,169.62764,0.25599998
1985-01-10,11.625,50.875,4.231446,-13.769409,173.00739,0.24666665
1985-01-11,11.625,50.875,3.6051602,-11.975739,176.2372,0.23733333
1985-01-12,11.625,50.875,1.9758309,-10.471954,174.83784,0.22799999
1985-01-13,11.625,50.875,3.1944222,-12.315094,122.98205,0.21866666
1985-01-14,11.625,50.875,3.0616496,-12.593079,133.81972,0.20933332
1985-01-15,11.625,50.875,4.896008,-11.75473,170.17284,0.19999999
1985-01-16,11.625,50.875,4.2893095,-8.727814,241.38718,0.20124999
1985-01-17,11.625,50.875,3.1458218,-12.098053,205.40234,0.20249999
1985-01-18,11.625,50.875,4.0539594,-12.724213,175.78256,0.20374998
1985-01-19,11.625,50.875,3.0957408,-10.412933,174.1421,0.20499998
1985-01-20,11.625,50.875,3.539721,-10.148499,183.2567,0.20625
1985-01-21,11.625,50.875,4.8366923,-4.703949,358.44684,0.2075
1985-01-22,11.625,50.875,3.2569828,2.7501526,452.67426,0.20875
1985-01-23,11.625,50.875,3.6484203,0.43884277,433.5802,0.21
1985-01-24,11.625,50.875,4.482641,-1.5438232,490.75128,0.21124999
1985-01-25,11.625,50.875,2.1703794,-0.46072388,499.02097,0.21249999
1985-01-26,11.625,50.875,2.1313143,0.88027954,527.933,0.21374999
1985-01-27,11.625,50.875,3.098458,-5.475708,388.33994,0.215
1985-01-28,11.625,50.875,6.4462404,-7.2326355,363.2135,0.21625
1985-01-29,11.625,50.875,4.8935647,-3.9909973,472.3797,0.2175
1985-01-30,11.625,50.875,2.7307193,2.0645752,470.9403,0.21875
1985-01-31,11.625,50.875,2.3010948,2.1115417,539.02356,0.22
1985-02-01,11.625,50.875,0.67220616,3.3075867,628.6134,0.228
1985-02-02,11.625,50.875,3.821511,4.9871826,804.8803,0.236
1985-02-03,11.625,50.875,6.2934284,-3.5505676,568.1174,0.244
1985-02-04,11.625,50.875,7.2793345,-5.9129333,547.3738,0.252
1985-02-05,11.625,50.875,6.784854,-1.6685486,645.0185,0.26
1985-02-06,11.625,50.875,3.0106199,-1.2079773,547.02747,0.268
1985-02-07,11.625,50.875,3.7832887,-6.5531616,383.23828,0.276
1985-02-08,11.625,50.875,6.637506,-7.2151794,365.06467,0.284
1985-02-09,11.625,50.875,2.5324435,-9.832611,202.21329,0.292
1985-02-10,11.625,50.875,6.1424747,-11.244446,198.15924,0.3
1985-02-11,11.625,50.875,7.7013845,-16.708038,152.92044,0.308
1985-02-12,11.625,50.875,9.171192,-20.291199,157.24857,0.316
1985-02-13,11.625,50.875,9.370024,-19.040665,220.20123,0.324
1985-02-14,11.625,50.875,9.221934,-15.434021,228.6263,0.33200002
1985-02-15,11.625,50.875,8.850879,-12.121735,230.23355,0.34
1985-02-16,11.625,50.875,8.076204,-12.139008,324.5938,0.3323077
1985-02-17,11.625,50.875,6.021041,-10.153687,287.1814,0.3246154
1985-02-18,11.625,50.875,5.185042,-12.08374,218.19946,0.31692308
1985-02-19,11.625,50.875,10.164155,-17.133118,264.50888,0.30923077
1985-02-20,11.625,50.875,9.640177,-14.602875,367.0307,0.30153847
1985-02-21,11.625,50.875,4.305919,-3.7115173,405.41357,0.29384616
1985-02-22,11.625,50.875,4.695705,-5.9968567,297.15533,0.28615385
1985-02-23,11.625,50.875,8.742349,-8.385071,400.33817,0.27846155
1985-02-24,11.625,50.875,5.0708733,0.07357788,482.7234,0.27076924
1985-02-25,11.625,50.875,8.311848,-1.8348083,495.2668,0.26307693
1985-02-26,11.625,50.875,8.756312,-0.370636,536.1286,0.25538462
1985-02-27,11.625,50.875,9.497513,-0.12936401,493.24603,0.2476923
1985-02-28,11.625,50.875,5.20852,-0.637146,155.70374,0.24
1985-03-01,11.625,50.875,9.337161,-0.09561157,294.3777,0.24266666
1985-03-02,11.625,50.875,7.239038,1.915741,447.67438,0.24533333
1985-03-03,11.625,50.875,7.6559076,1.7346497,519.2703,0.248
1985-03-04,11.625,50.875,8.3923235,1.1581726,656.5745,0.25066668
1985-03-05,11.625,50.875,7.8632054,0.99606323,555.8538,0.25333333
1985-03-06,11.625,50.875,5.9396825,-0.21975708,237.1585,0.25599998
1985-03-07,11.625,50.875,6.0161843,0.7915039,403.80655,0.25866666
1985-03-08,11.625,50.875,4.2059727,1.0839539,429.72003,0.26133335
1985-03-09,11.625,50.875,3.805857,-0.7562561,330.26437,0.264
1985-03-10,11.625,50.875,5.383745,-2.3179932,391.99127,0.26666665
1985-03-11,11.625,50.875,8.935916,-2.637909,516.42865,0.26933333
1985-03-12,11.625,50.875,10.223123,-3.391632,395.59155,0.272
1985-03-13,11.625,50.875,13.37838,-2.915741,479.4443,0.27466667
1985-03-14,11.625,50.875,9.380048,-2.368805,413.94406,0.27733332
1985-03-15,11.625,50.875,11.751563,-0.3053894,458.5612,0.28
1985-03-16,11.625,50.875,8.517858,-0.7251892,508.11554,0.281875
1985-03-17,11.625,50.875,5.014269,-2.11438,128.86679,0.28375
1985-03-18,11.625,50.875,3.5411203,-1.8830566,155.78113,0.285625
1985-03-19,11.625,50.875,7.094351,-1.9329529,199.4864,0.2875
1985-03-20,11.625,50.875,7.2406454,-0.05218506,203.87195,0.289375
1985-03-21,11.625,50.875,13.402089,-5.5697937,368.0745,0.29125
1985-03-22,11.625,50.875,12.330568,-1.2426758,634.8403,0.293125
1985-03-23,11.625,50.875,13.155595,0.6047363,775.12555,0.29500002
1985-03-24,11.625,50.875,14.804419,1.3805847,732.75757,0.296875
1985-03-25,11.625,50.875,8.8216715,2.1515503,815.3812,0.29875
1985-03-26,11.625,50.875,11.006691,6.298279,944.1998,0.300625
1985-03-27,11.625,50.875,12.888388,1.2492676,708.9293,0.3025
1985-03-28,11.625,50.875,14.819696,-1.2381592,561.37555,0.304375
1985-03-29,11.625,50.875,9.471166,0.37878418,617.8114,0.30625
1985-03-30,11.625,50.875,12.233307,3.721222,1099.8105,0.308125
1985-03-31,11.625,50.875,11.171007,7.932831,1090.5847,0.31
1985-04-01,11.625,50.875,5.716364,6.815399,818.404,0.312
1985-04-02,11.625,50.875,12.269387,9.376831,1148.9623,0.314
1985-04-03,11.625,50.875,10.856647,8.2057495,1205.506,0.316
1985-04-04,11.625,50.875,18.900152,8.066681,1669.7268,0.318
1985-04-05,11.625,50.875,18.829218,12.066345,1875.3618,0.32
1985-04-06,11.625,50.875,9.617355,9.254303,1119.2006,0.322
1985-04-07,11.625,50.875,10.666184,7.303528,1081.6117,0.324
1985-04-08,11.625,50.875,15.044676,7.9546814,1224.808,0.326
1985-04-09,11.625,50.875,10.149135,6.1532593,1000.4117,0.328
1985-04-10,11.625,50.875,16.490135,4.6343994,873.4643,0.33
1985-04-11,11.625,50.875,17.555815,5.774292,882.2944,0.33200002
1985-04-12,11.625,50.875,16.184202,4.8267517,853.5187,0.334
1985-04-13,11.625,50.875,11.449707,4.027466,730.20996,0.336
1985-04-14,11.625,50.875,17.494955,3.5638123,779.8441,0.338
1985-04-15,11.625,50.875,16.694937,4.3602905,660.2873,0.34
1985-04-16,11.625,50.875,6.2914495,1.7153931,546.9365,0.342
1985-04-17,11.625,50.875,17.46024,-0.5393982,680.8569,0.344
1985-04-18,11.625,50.875,22.324368,0.5456238,1039.3448,0.34600002
1985-04-19,11.625,50.875,15.693067,4.331421,1185.6656,0.348
1985-04-20,11.625,50.875,22.392586,6.4055176,1423.0872,0.35
1985-04-21,11.625,50.875,21.047188,5.1385803,1266.5226,0.352
1985-04-22,11.625,50.875,20.774178,6.234741,1173.5437,0.354
1985-04-23,11.625,50.875,9.445666,-0.4281006,725.2258,0.356
1985-04-24,11.625,50.875,15.818019,-1.0522766,720.74615,0.358
1985-04-25,11.625,50.875,8.286244,-0.2776184,608.02716,0.36
1985-04-26,11.625,50.875,20.60267,-2.140442,574.8975,0.36200002
1985-04-27,11.625,50.875,11.664142,-0.86187744,562.3797,0.364
1985-04-28,11.625,50.875,16.589428,-0.5744934,539.0077,0.366
1985-04-29,11.625,50.875,12.616217,0.67663574,481.36383,0.368
1985-04-30,11.625,50.875,13.271065,1.6601868,778.66187,0.37
1985-05-01,11.625,50.875,9.947932,4.054291,838.7302,0.37666667
1985-05-02,11.625,50.875,18.460539,3.0672607,743.7206,0.38333333
1985-05-03,11.625,50.875,15.860511,1.5835266,477.23737,0.39000002
1985-05-04,11.625,50.875,17.836859,-0.17251587,797.20526,0.39666668
1985-05-05,11.625,50.875,13.992378,4.1128235,1122.1415,0.40333334
1985-05-06,11.625,50.875,14.217753,6.065979,1370.6077,0.41
1985-05-07,11.625,50.875,15.784862,12.989197,1692.5195,0.41666666
1985-05-08,11.625,50.875,20.10848,8.511414,1219.0735,0.42333335
1985-05-09,11.625,50.875,18.869532,6.345001,1029.5804,0.43
1985-05-10,11.625,50.875,16.614191,9.121796,1185.1752,0.43666667
1985-05-11,11.625,50.875,18.498077,8.422485,1177.6962,0.44333333
1985-05-12,11.625,50.875,20.944456,9.868622,1360.4429,0.45
1985-05-13,11.625,50.875,18.251127,12.885529,1661.3945,0.45666668
1985-05-14,11.625,50.875,23.902391,11.584442,2068.4436,0.46333334
1985-05-15,11.625,50.875,23.643261,9.309204,1366.5516,0.47
1985-05-16,11.625,50.875,24.98895,8.010345,1464.285,0.476875
1985-05-17,11.625,50.875,21.914864,8.48407,1442.4342,0.48375
1985-05-18,11.625,50.875,21.28134,10.95697,1576.1425,0.490625
1985-05-19,11.625,50.875,18.872894,10.72641,1653.3964,0.4975
1985-05-20,11.625,50.875,19.454447,12.737915,1708.276,0.504375
1985-05-21,11.625,50.875,21.847296,11.188141,1671.3792,0.51125
1985-05-22,11.625,50.875,13.687534,9.859009,943.8945,0.518125
1985-05-23,11.625,50.875,13.263931,9.730011,887.6171,0.525
1985-05-24,11.625,50.875,12.415274,8.874634,1263.1312,0.531875
1985-05-25,11.625,50.875,22.127272,7.540741,1782.9113,0.53875
1985-05-26,11.625,50.875,23.270393,11.625702,2226.5823,0.545625
1985-05-27,11.625,50.875,24.401638,14.023346,2527.8901,0.5525
1985-05-28,11.625,50.875,13.054879,14.761047,1409.8672,0.559375
1985-05-29,11.625,50.875,4.2950506,11.290802,495.29233,0.56624997
1985-05-30,11.625,50.875,17.927986,9.810303,1345.9417,0.573125
1985-05-31,11.625,50.875,16.692236,9.115082,1481.6636,0.58
1985-06-01,11.625,50.875,20.325792,10.372742,1615.7843,0.58133334
1985-06-02,11.625,50.875,27.148928,11.131744,1821.6044,0.58266664
1985-06-03,11.625,50.875,27.731731,9.06488,1907.9468,0.584
1985-06-04,11.625,50.875,23.581758,10.918518,2335.7517,0.5853333
1985-06-05,11.625,50.875,21.964277,16.827423,2333.5757,0.58666664
1985-06-06,11.625,50.875,17.74481,15.001678,1562.1151,0.588
1985-06-07,11.625,50.875,15.6135025,14.422424,1701.0189,0.5893333
1985-06-08,11.625,50.875,18.575235,6.774048,1125.9054,0.59066665
1985-06-09,11.625,50.875,18.068497,5.8504333,997.60895,0.59199995
1985-06-10,11.625,50.875,10.401354,8.050629,893.34326,0.5933333
1985-06-11,11.625,50.875,19.87448,8.339264,1048.9083,0.59466666
1985-06-12,11.625,50.875,12.324765,8.431702,1041.9814,0.59599996
1985-06-13,11.625,50.875,15.947855,7.8687134,957.2908,0.5973333
1985-06-14,11.625,50.875,14.669845,8.240265,1214.6973,0.5986666
1985-06-15,11.625,50.875,18.218224,7.879364,930.67065,0.59999996
1985-06-16,11.625,50.875,13.704221,6.639801,1116.7133,0.59666663
1985-06-17,11.625,50.875,19.89445,7.059265,943.19574,0.5933333
1985-06-18,11.625,50.875,19.065853,7.3905334,1144.1534,0.59
1985-06-19,11.625,50.875,19.29466,6.376129,1534.2266,0.58666664
1985-06-20,11.625,50.875,6.658643,11.347748,960.4597,0.5833333
1985-06-21,11.625,50.875,9.589309,9.901093,793.4699,0.58
1985-06-22,11.625,50.875,13.301041,8.853149,1083.4824,0.57666665
1985-06-23,11.625,50.875,15.447645,11.213837,1368.3702,0.5733333
1985-06-24,11.625,50.875,20.500566,9.598419,1448.9364,0.57
1985-06-25,11.625,50.875,14.5289755,10.412384,1119.8424,0.56666666
1985-06-26,11.625,50.875,13.942123,8.779266,1090.6383,0.56333333
1985-06-27,11.625,50.875,18.227152,9.806,1292.8678,0.56
1985-06-28,11.625,50.875,14.947161,10.394928,1102.3873,0.5566667
1985-06-29,11.625,50.875,13.029893,11.229034,1433.5787,0.55333334
1985-06-30,11.625,50.875,19.835796,12.528137,1664.1843,0.55
1985-07-01,11.625,50.875,15.230245,12.241791,1161.8423,0.5506667
1985-07-02,11.625,50.875,14.400281,11.353973,1256.9644,0.55133337
1985-07-03,11.625,50.875,24.41329,10.173431,1636.1805,0.552
1985-07-04,11.625,50.875,27.366941,10.121307,2056.4968,0.55266666
1985-07-05,11.625,50.875,24.87327,12.022278,2110.376,0.55333334
1985-07-06,11.625,50.875,22.570568,13.073425,2033.7427,0.554
1985-07-07,11.625,50.875,25.519905,11.138458,1490.8536,0.5546667
1985-07-08,11.625,50.875,12.376546,10.068176,1208.0612,0.5553333
1985-07-09,11.625,50.875,13.361113,11.267334,1228.634,0.556
1985-07-10,11.625,50.875,18.994253,12.536163,1326.4597,0.5566667
1985-07-11,11.625,50.875,10.629319,11.444489,1419.7097,0.55733335
1985-07-12,11.625,50.875,16.14244,12.288269,1834.8871,0.558
1985-07-13,11.625,50.875,22.379875,12.221832,2238.809,0.55866665
1985-07-14,11.625,50.875,26.298717,15.263977,2893.195,0.5593333
1985-07-15,11.625,50.875,19.99482,16.856354,2321.814,0.56
1985-07-16,11.625,50.875,17.009014,13.079346,1955.522,0.55875
1985-07-17,11.625,50.875,20.41774,13.131958,1894.2322,0.5575
1985-07-18,11.625,50.875,20.462776,11.10556,2421.2454,0.55625
1985-07-19,11.625,50.875,17.57527,15.117645,1929.5704,0.555
1985-07-20,11.625,50.875,16.560925,13.277771,1737.5225,0.55375
1985-07-21,11.625,50.875,21.210415,10.680054,1424.8707,0.5525
1985-07-22,11.625,50.875,9.459102,9.36441,1267.9266,0.55125
1985-07-23,11.625,50.875,14.421545,12.311951,1777.318,0.54999995
1985-07-24,11.625,50.875,20.881224,9.600464,1827.4966,0.54875
1985-07-25,11.625,50.875,24.554703,13.79129,2180.7996,0.54749995
1985-07-26,11.625,50.875,23.414373,13.507111,2216.0266,0.54625
1985-07-27,11.625,50.875,20.533833,14.265564,1795.519,0.54499996
1985-07-28,11.625,50.875,22.88424,11.656891,2149.2737,0.54375
1985-07-29,11.625,50.875,10.996256,14.627258,1537.5287,0.54249996
1985-07-30,11.625,50.875,19.875706,14.384003,1816.786,0.54125
1985-07-31,11.625,50.875,15.377806,12.829346,1565.5574,0.53999996
1985-08-01,11.625,50.875,14.686667,11.804901,1458.9977,0.5413333
1985-08-02,11.625,50.875,15.25751,12.9305725,1583.0946,0.5426666
1985-08-03,11.625,50.875,16.929432,13.387695,1955.6682,0.54399997
1985-08-04,11.625,50.875,16.848532,12.229492,1643.2428,0.5453333
1985-08-05,11.625,50.875,17.48328,14.369568,2334.2585,0.5466666
1985-08-06,11.625,50.875,10.520528,12.594696,1541.948,0.548
1985-08-07,11.625,50.875,13.038701,11.05484,1344.7773,0.54933333
1985-08-08,11.625,50.875,12.158183,10.65155,1389.4993,0.55066663
1985-08-09,11.625,50.875,20.739294,10.278656,1773.0858,0.552
1985-08-10,11.625,50.875,16.126162,12.576508,1752.9934,0.55333334
1985-08-11,11.625,50.875,20.031647,10.059967,1948.21,0.55466664
1985-08-12,11.625,50.875,17.20946,15.673248,2025.5948,0.556
1985-08-13,11.625,50.875,13.824063,14.450409,1683.268,0.55733335
1985-08-14,11.625,50.875,21.116806,16.546783,2718.682,0.55866665
1985-08-15,11.625,50.875,19.086956,16.883636,2343.6519,0.56
1985-08-16,11.625,50.875,12.367169,15.93457,1485.2673,0.56375
1985-08-17,11.625,50.875,15.698947,11.857391,1236.6621,0.5675
1985-08-18,11.625,50.875,14.680993,9.7343445,1236.6649,0.57125
1985-08-19,11.625,50.875,16.886318,10.305328,1585.6997,0.575
1985-08-20,11.625,50.875,14.330845,13.221405,1496.1062,0.57875
1985-08-21,11.625,50.875,11.942067,12.673218,1639.9673,0.5825
1985-08-22,11.625,50.875,16.18354,11.406097,1750.8009,0.58625
1985-08-23,11.625,50.875,13.832369,13.201263,1598.2465,0.59000003
1985-08-24,11.625,50.875,17.776709,10.526581,2039.5597,0.59375
1985-08-25,11.625,50.875,7.60589,12.885651,1278.2715,0.5975
1985-08-26,11.625,50.875,12.312941,11.998474,1467.0322,0.60125
1985-08-27,11.625,50.875,12.61895,8.709045,1247.3308,0.605
1985-08-28,11.625,50.875,19.251162,6.834778,1473.5237,0.60875
1985-08-29,11.625,50.875,20.049995,7.3166504,1549.6127,0.6125
1985-08-30,11.625,50.875,19.487116,9.335449,1774.7721,0.61625
1985-08-31,11.625,50.875,19.245874,12.397217,2128.992,0.62
1985-09-01,11.625,50.875,13.619577,13.635284,1897.3342,0.6153333
1985-09-02,11.625,50.875,11.121913,9.470154,1539.825,0.6106667
1985-09-03,11.625,50.875,5.25581,9.67981,1153.7179,0.606
1985-09-04,11.625,50.875,11.819136,10.687103,1150.5741,0.6013333
1985-09-05,11.625,50.875,4.339831,10.202332,954.6995,0.5966667
1985-09-06,11.625,50.875,15.014162,6.613983,1113.4496,0.592
1985-09-07,11.625,50.875,12.7442,6.1211243,984.57776,0.5873333
1985-09-08,11.625,50.875,2.9505394,8.458252,512.061,0.5826667
1985-09-09,11.625,50.875,10.203127,7.8224487,960.81506,0.578
1985-09-10,11.625,50.875,13.236921,5.2776184,1169.9735,0.5733333
1985-09-11,11.625,50.875,9.627579,9.291687,1410.0405,0.5686667
1985-09-12,11.625,50.875,13.932017,7.7426453,1053.5325,0.564
1985-09-13,11.625,50.875,16.882954,7.946991,1555.8279,0.5593333
1985-09-14,11.625,50.875,4.652922,11.345764,894.5813,0.5546667
1985-09-15,11.625,50.875,5.372296,9.273163,975.157,0.55
1985-09-16,11.625,50.875,9.840146,7.988373,1089.256,0.54933333
1985-09-17,11.625,50.875,2.5145664,11.558044,1219.4521,0.54866666
1985-09-18,11.625,50.875,9.129061,10.936371,1265.5044,0.548
1985-09-19,11.625,50.875,15.485218,11.643982,1951.2881,0.54733336
1985-09-20,11.625,50.875,11.667431,13.883667,1713.3551,0.5466667
1985-09-21,11.625,50.875,10.738773,13.345947,1761.2684,0.546
1985-09-22,11.625,50.875,10.191754,15.867645,1906.7281,0.5453333
1985-09-23,11.625,50.875,6.3823223,12.841705,1361.1509,0.54466665
1985-09-24,11.625,50.875,7.5273757,11.887238,1285.5747,0.54399997
1985-09-25,11.625,50.875,10.520803,10.832306,1224.539,0.5433333
1985-09-26,11.625,50.875,5.2201476,7.754303,1149.665,0.5426666
1985-09-27,11.625,50.875,13.751589,5.8885803,1249.3832,0.542
1985-09-28,11.625,50.875,8.056252,8.783905,1122.5951,0.5413333
1985-09-29,11.625,50.875,13.002762,6.7005615,1083.73,0.54066664
1985-09-30,11.625,50.875,12.810533,4.293274,1308.9342,0.53999996
1985-10-01,11.625,50.875,13.406255,7.4297485,1523.0173,0.53666663
1985-10-02,11.625,50.875,9.209319,11.635529,1468.9319,0.5333333
1985-10-03,11.625,50.875,12.288481,14.667664,2076.753,0.53
1985-10-04,11.625,50.875,12.176291,15.470245,2298.1228,0.52666664
1985-10-05,11.625,50.875,9.2689905,13.493713,1397.6177,0.5233333
1985-10-06,11.625,50.875,2.8636043,12.516663,449.8176,0.52
1985-10-07,11.625,50.875,8.294294,11.270782,865.44073,0.51666665
1985-10-08,11.625,50.875,6.912929,7.8367615,1043.7297,0.5133333
1985-10-09,11.625,50.875,7.9779515,5.7220154,1031.6465,0.51
1985-10-10,11.625,50.875,7.5062847,10.124176,1093.5149,0.50666666
1985-10-11,11.625,50.875,8.620718,11.182983,1355.3844,0.50333333
1985-10-12,11.625,50.875,7.5392637,6.3098755,1059.1813,0.49999997
1985-10-13,11.625,50.875,5.15942,4.689209,887.7759,0.49666664
1985-10-14,11.625,50.875,3.7582,7.9803467,810.58875,0.4933333
1985-10-15,11.625,50.875,3.6990387,6.0940857,684.26074,0.48999998
1985-10-16,11.625,50.875,4.8928213,4.258148,548.88885,0.48499998
1985-10-17,11.625,50.875,2.6542115,8.655823,474.76147,0.48
1985-10-18,11.625,50.875,3.2890992,7.924774,780.4005,0.475
1985-10-19,11.625,50.875,6.5976176,4.114319,739.1877,0.46999997
1985-10-20,11.625,50.875,6.7637534,0.734375,653.3572,0.46499997
1985-10-21,11.625,50.875,9.584253,-1.6918945,531.10956,0.45999998
1985-10-22,11.625,50.875,4.535441,-0.43621826,404.26477,0.45499998
1985-10-23,11.625,50.875,7.507323,1.6408997,480.06134,0.45
1985-10-24,11.625,50.875,7.7039027,-0.5180054,411.35138,0.445
1985-10-25,11.625,50.875,8.047072,0.65304565,439.67422,0.44
1985-10-26,11.625,50.875,7.53133,-0.25839233,339.9413,0.435
1985-10-27,11.625,50.875,8.661562,-1.6676636,320.35315,0.43
1985-10-28,11.625,50.875,6.057024,-0.69433594,314.54,0.42499998
1985-10-29,11.625,50.875,3.471435,1.2520447,482.4579,0.42
1985-10-30,11.625,50.875,7.0831485,-1.2787781,303.12445,0.415
1985-10-31,11.625,50.875,6.711783,-0.80740356,407.77246,0.41
1985-11-01,11.625,50.875,5.3468685,1.5377197,583.91034,0.41133332
1985-11-02,11.625,50.875,4.0016932,1.2172852,660.9461,0.41266665
1985-11-03,11.625,50.875,5.280346,-1.88031,577.52606,0.414
1985-11-04,11.625,50.875,6.6451435,-2.941101,597.6317,0.41533333
1985-11-05,11.625,50.875,2.246734,4.1628723,859.8867,0.41666666
1985-11-06,11.625,50.875,5.89252,2.1908264,667.552,0.41799998
1985-11-07,11.625,50.875,3.3410501,2.1945496,662.55115,0.4193333
1985-11-08,11.625,50.875,3.1235561,3.0421143,622.63477,0.42066666
1985-11-09,11.625,50.875,4.0965724,7.479553,1001.11646,0.422
1985-11-10,11.625,50.875,5.098884,2.3973083,958.627,0.42333332
1985-11-11,11.625,50.875,5.3314314,0.5973511,616.17145,0.42466664
1985-11-12,11.625,50.875,4.3311224,-2.0177917,512.36005,0.42599997
1985-11-13,11.625,50.875,3.2889516,-1.5417175,479.7575,0.42733333
1985-11-14,11.625,50.875,3.3112009,-0.6105652,361.32443,0.42866665
1985-11-15,11.625,50.875,3.6689,-2.6459045,294.21756,0.42999998
1985-11-16,11.625,50.875,5.542721,-3.8638,258.60483,0.42
1985-11-17,11.625,50.875,5.493457,-4.784149,317.21393,0.40999997
1985-11-18,11.625,50.875,2.0734317,-5.177063,269.3635,0.39999998
1985-11-19,11.625,50.875,1.9143046,-5.4911804,245.02454,0.39
1985-11-20,11.625,50.875,1.3677956,-5.25943,140.0561,0.38
1985-11-21,11.625,50.875,1.4604526,-4.684082,120.776245,0.36999997
1985-11-22,11.625,50.875,2.3774683,-5.555908,131.45616,0.35999998
1985-11-23,11.625,50.875,4.201739,-5.6197205,197.137,0.35
1985-11-24,11.625,50.875,1.9677267,-3.2728882,105.96453,0.34
1985-11-25,11.625,50.875,2.5571296,-5.937561,174.04459,0.32999998
1985-11-26,11.625,50.875,2.9340513,-6.6528625,210.61516,0.32
1985-11-27,11.625,50.875,4.28886,-5.697235,319.44458,0.31
1985-11-28,11.625,50.875,3.055244,-2.781952,384.48596,0.3
1985-11-29,11.625,50.875,3.4810793,-4.8185425,378.69547,0.29
1985-11-30,11.625,50.875,1.5674902,-7.6531982,187.61827,0.28
1985-12-01,11.625,50.875,1.6187967,-2.3132324,258.439,0.27733332
1985-12-02,11.625,50.875,2.7472336,4.483185,669.1722,0.27466667
1985-12-03,11.625,50.875,3.8002808,8.084198,1070.3071,0.272
1985-12-04,11.625,50.875,2.2286878,8.384033,994.0416,0.26933333
1985-12-05,11.625,50.875,4.187304,9.193024,1254.1665,0.26666665
1985-12-06,11.625,50.875,3.536564,5.169983,926.26447,0.264
1985-12-07,11.625,50.875,0.76807094,5.489197,716.19293,0.26133335
1985-12-08,11.625,50.875,1.7992346,6.08963,440.77487,0.25866666
1985-12-09,11.625,50.875,2.1544762,4.9729004,592.6032,0.25599998
1985-12-10,11.625,50.875,2.9607625,2.9782715,601.941,0.25333333
1985-12-11,11.625,50.875,0.7993807,0.9293823,315.3432,0.25066668
1985-12-12,11.625,50.875,1.2996968,-0.916626,259.96167,0.248
1985-12-13,11.625,50.875,3.1907887,-2.870453,355.9488,0.24533333
1985-12-14,11.625,50.875,0.8978043,1.1737671,332.11758,0.24266666
1985-12-15,11.625,50.875,0.8503958,5.5378723,604.3768,0.24
1985-12-16,11.625,50.875,0.7626096,7.397339,769.2475,0.24624999
1985-12-17,11.625,50.875,0.32823595,5.02594,578.1282,0.2525
1985-12-18,11.625,50.875,0.44930446,4.701721,444.74387,0.25875
1985-12-19,11.625,50.875,2.3902755,2.7341309,641.67535,0.265
1985-12-20,11.625,50.875,1.5656826,3.065033,609.9614,0.27125
1985-12-21,11.625,50.875,2.0705655,3.7676086,702.15045,0.2775
1985-12-22,11.625,50.875,3.744904,2.263733,837.14923,0.28375
1985-12-23,11.625,50.875,3.3257818,1.6679077,666.36566,0.29
1985-12-24,11.625,50.875,2.5923686,2.0540466,549.7808,0.29625
